village,session,date,heure,especes,etat,nombre,endroit,sex,obtenu via,obtenu comment,obtenu ou,but,prix,tue via,tue quand,tue ou,cote,km
E8,7,15.08.19,16:15:00,CFN,E,1,M,F,C,C,V,C,NA,F,N,NA,N,3
E8,7,19.08.19,16:12:00,MST,E,1,M,M,C,C,V,M,NA,F,J,FO,S,2
E8,7,19.08.19,16:12:00,CAL,E,1,M,M,C,C,V,M,NA,F,J,FO,S,2
E8,7,20.08.19,16:05:00,PIN,E,1,R,M,C,C,V,V,3000,F,J,FO,N,4
E8,7,20.08.19,16:05:00,TAL,E,1,M,M,C,C,V,M,NA,F,J,FF,N,6
E8,7,23.08.19,07:38:00,CBL,E,1,M,F,C,C,V,C,NA,F,N,NA,S,3
E8,7,23.08.19,07:38:00,CBL,E,1,M,M,C,C,V,C,NA,F,N,NA,S,1
E8,7,23.08.19,07:38:00,ATH,E,1,M,M,C,C,V,C,NA,F,N,NA,S,4
E8,7,23.08.19,07:38:00,ATH,E,1,M,M,C,C,V,C,NA,F,N,NA,S,4
E8,7,23.08.19,07:38:00,CHP,E,1,M,F,C,C,V,C,NA,F,J,FO,S,6
E8,7,23.08.19,07:38:00,CHV,E,1,M,F,C,C,V,C,NA,F,N,NA,S,5
E8,7,23.08.19,16:12:00,MST,E,1,M,F,C,C,V,C,NA,F,J,FO,S,3
E8,7,23.08.19,16:12:00,CPO,E,1,M,M,C,C,V,C,NA,F,J,FO,S,2
E8,7,23.08.19,16:12:00,MJG,E,1,M,F,C,C,V,C,NA,F,J,FO,S,4
C3,7,05.08.19,07:55:00,CPE,E,1,M,F,C,C,V,V,16000,P,J,M,N,2
C3,7,05.08.19,07:55:00,ATH,E,1,M,M,C,C,V,M,NA,P,J,FF,N,1
C3,7,07.08.19,07:40:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,3
C3,7,07.08.19,07:40:00,CFN,E,1,M,M,C,C,V,V,15000,F,N,FO,N,3
C3,7,07.08.19,07:40:00,PCM,E,1,M,M,C,C,V,M,NA,M,N,FF,N,2
C3,7,07.08.19,07:55:00,CBL,E,1,M,F,A,A,V,M,5000,F,NA,NA,NA,NA
C3,7,13.08.19,07:30:00,CBL,E,1,M,F,A,A,V,M,5000,F,NA,NA,NA,NA
C3,7,13.08.19,07:54:00,SIT,G,1,M,M,C,C,V,V,12000,NA,NA,NA,NA,NA
C3,7,13.08.19,15:37:00,CBA,E,1,M,F,C,C,V,M,NA,P,NA,NA,NA,NA
C3,7,14.08.19,07:28:00,ATH,E,1,M,M,A,A,V,M,8000,NA,NA,NA,NA,NA
C3,7,14.08.19,07:28:00,ATH,E,1,M,F,A,A,V,M,8000,F,NA,NA,NA,NA
C3,7,15.08.19,16:29:00,POT,E,1,M,M,C,C,V,C,NA,F,J,R,S,1
C3,7,15.08.19,16:29:00,POT,E,1,M,M,C,C,V,C,NA,F,J,R,S,1
C3,7,15.08.19,16:29:00,POT,E,1,M,F,C,C,V,C,NA,F,J,M,S,1
C3,7,15.08.19,16:29:00,POT,E,1,M,F,C,C,V,C,NA,F,J,M,S,1
C3,7,16.08.19,15:48:00,CBL,E,1,M,M,C,C,V,M,NA,F,J,FF,N,2
C3,7,19.08.19,07:28:00,MST,E,1,M,M,C,C,V,M,NA,F,J,FF,N,1
C3,7,19.08.19,16:25:00,POT,G,1,M,NA,C,C,V,M,NA,P,J,FO,N,3
C3,7,20.08.19,07:26:00,MPN,E,1,M,M,C,C,V,M,NA,P,J,FF,N,1
C3,7,25.08.19,07:28:00,CBA,E,1,M,F,C,C,V,V,12000,F,N,NA,N,NA
C3,7,25.08.19,07:28:00,ATH,E,1,M,M,C,C,V,V,8000,F,N,FO,N,1
C3,7,25.08.19,16:41:00,CRN,E,1,M,F,C,C,V,M,NA,NA,J,R,S,0.015
E9,7,05.08.19,07:48:00,CBA,E,1,R,M,C,C,V,V,15000,F,N,FO,S,3
E9,7,05.08.19,16:22:00,CPE,G,4,M,NA,C,C,V,M,NA,F,N,FF,N,4
E9,7,09.08.19,16:32:00,MAN,G,2,M,NA,A,A,V,M,3500,F,NA,NA,NA,NA
E9,7,10.08.19,07:45:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FF,N,3
E9,7,10.08.19,07:45:00,CPE,E,1,R,F,C,C,V,V,7000,F,N,FF,N,3
E9,7,14.08.19,07:41:00,ATH,E,1,R,M,C,C,V,V,6000,F,N,FF,N,2
E9,7,21.08.19,08:05:00,CHP,G,2,M,NA,C,C,V,M,NA,F,N,FO,N,4
E9,7,21.08.19,08:12:00,CHP,MR,2,R,NA,C,C,V,V,1000,F,N,FO,N,4
E9,7,21.08.19,08:14:00,CHP,MR,1,R,NA,C,C,V,V,1000,F,N,FO,N,4
E9,7,25.08.19,08:06:00,ATH,E,1,R,M,C,C,V,V,7000,F,N,P,S,0.6
E4,7,14.08.19,08:00:00,CBL,E,1,R,M,C,C,V,V,6000,F,J,FO,N,5
E4,7,14.08.19,08:02:00,CBL,E,1,M,F,D,D,V,NA,NA,NA,NA,NA,NA,NA
E4,7,15.08.19,07:23:00,CBL,E,1,NA,M,C,C,V,V,6000,F,N,FF,S,3
E4,7,15.08.19,08:02:00,CPE,E,1,R,F,C,C,V,V,15000,F,N,FF,N,4
E4,7,15.08.19,08:02:00,CPE,E,1,M,M,A,A,V,M,NA,NA,NA,NA,NA,NA
E4,7,16.08.19,07:21:00,CBA,E,1,R,F,C,C,V,V,12000,F,J,FF,N,5
E4,7,16.08.19,07:21:00,CPE,E,1,R,M,C,C,V,V,15000,F,N,FO,N,4
E4,7,16.08.19,07:21:00,CPE,E,1,R,F,C,C,V,V,15000,F,N,FF,S,5
E4,7,16.08.19,07:23:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,FF,S,5
E4,7,16.08.19,07:23:00,CPE,E,1,R,M,C,C,V,V,15000,F,N,FO,S,5
E4,7,16.08.19,07:23:00,CPE,E,1,R,M,C,C,V,V,15000,F,N,FF,S,5
E4,7,19.08.19,07:21:00,CBL,E,1,R,M,C,C,V,V,6000,F,J,FO,S,4
E4,7,19.08.19,07:22:00,CBL,E,1,M,F,A,A,V,NA,NA,NA,NA,NA,NA,NA
E4,7,19.08.19,08:00:00,CBL,E,1,R,M,A,A,V,NA,NA,NA,NA,NA,NA,NA
E4,7,19.08.19,08:00:00,CBL,E,1,R,F,D,D,V,NA,NA,NA,NA,NA,NA,NA
E4,7,19.08.19,08:00:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,S,5
E4,7,19.08.19,08:00:00,CPE,E,1,R,F,C,C,V,V,12000,F,N,FO,N,4
E4,7,20.08.19,07:21:00,CBA,E,1,R,F,C,C,V,V,15000,F,N,FF,N,5
E4,7,20.08.19,07:22:00,CPE,E,1,R,F,C,C,V,V,15000,F,J,FO,N,4
E4,7,20.08.19,07:23:00,CPE,E,1,M,M,DH,D,H,NA,NA,NA,NA,NA,NA,NA
E4,7,20.08.19,07:23:00,CPE,E,1,M,F,C,C,V,V,15000,F,N,FO,N,5
E4,7,25.08.19,07:20:00,CBA,E,1,M,F,C,C,V,V,15000,F,N,FO,N,5
E4,7,25.08.19,07:21:00,CPE,E,1,M,F,C,C,V,V,15000,F,N,FF,S,5
E4,7,25.08.19,07:21:00,CBL,E,1,M,F,D,D,V,NA,NA,NA,NA,NA,NA,NA
E4,7,25.08.19,07:21:00,PCM,E,1,R,F,C,C,V,V,5000,F,N,FF,S,5
E4,7,25.08.19,08:00:00,PCM,E,1,R,F,C,C,V,V,6000,F,N,FO,N,3
E4,7,25.08.19,08:00:00,CBA,E,1,R,M,C,C,V,V,12000,F,N,FO,N,5
E4,7,25.08.19,07:20:00,CHV,E,1,R,M,C,C,V,V,10000,F,N,FF,N,5
E4,7,25.08.19,07:21:00,SIT,E,1,R,F,C,C,V,V,18000,F,N,FF,S,5
C9,7,06.08.19,07:34:00,HOC,E,1,M,M,C,C,V,V,5000,F,J,NA,S,0.05
C9,7,07.08.19,07:28:00,ATH,E,1,R,M,C,C,V,V,8000,F,N,FF,S,0.5
C9,7,07.08.19,07:28:00,GEN,E,1,R,NA,C,C,V,V,3000,F,N,FF,S,0.5
C9,7,09.08.19,07:30:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,1
C9,7,09.08.19,07:30:00,CBA,E,1,R,F,C,C,V,V,15000,F,N,FF,N,1
C9,7,09.08.19,07:30:00,CBA,G,1,R,NA,C,C,V,V,3000,F,N,FF,N,1
C9,7,09.08.19,07:30:00,CBA,G,1,R,NA,C,C,V,V,3000,F,N,FO,N,1
C9,7,12.08.19,07:28:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,12
C9,7,12.08.19,07:28:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,12
C9,7,12.08.19,07:28:00,PCM,E,1,R,NA,C,C,V,M,NA,F,N,FF,N,12
C9,7,12.08.19,15:18:00,PIN,E,1,M,NA,C,C,V,M,NA,P,J,FO,N,0.015
C9,7,13.08.19,07:25:00,CFN,E,1,M,F,C,C,V,M,NA,M,N,NA,S,3
C9,7,13.08.19,07:25:00,CPE,E,1,R,F,C,C,V,V,10000,F,N,FF,S,3
C9,7,13.08.19,07:25:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,2
C9,7,19.08.19,07:35:00,CDJ,G,4,M,NA,C,C,V,V,5000,P,N,FO,N,4
C7,7,05.08.19,15:50:00,HOC,E,1,M,F,C,C,V,M,NA,F,J,FO,S,4.8
C7,7,06.08.19,16:29:00,CBL,E,1,M,M,AH,A,H,M,6000,F,NA,NA,NA,NA
C7,7,07.08.19,07:28:00,GEN,PF,1,R,NA,C,C,V,V,5000,F,N,FO,N,2
C7,7,07.08.19,07:59:00,HER,E,1,M,F,A,A,V,M,2000,F,N,FF,N,0.1
C7,7,07.08.19,15:58:00,MST,E,1,M,F,C,C,V,M,NA,F,J,FF,S,1
C7,7,09.08.19,07:21:00,CBL,E,1,R,M,C,C,V,V,6000,F,N,FO,S,4
C7,7,09.08.19,08:01:00,CPE,E,1,R,M,C,C,V,V,15000,F,N,FO,S,8
C7,7,09.08.19,08:01:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,8
C7,7,09.08.19,08:01:00,CBA,E,1,M,F,C,C,V,V,15000,F,N,FO,S,8
C7,7,09.08.19,08:01:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,8
C7,7,09.08.19,16:05:00,CVB,G,2,R,NA,C,C,V,V,2000,P,J,FO,N,7
C7,7,10.08.19,07:31:00,CBA,G,4,M,M,C,C,V,M,NA,F,N,FF,S,3
C7,7,10.08.19,07:31:00,CBA,T,1,M,M,C,C,V,M,NA,F,N,FF,S,3
C7,7,10.08.19,07:31:00,CBL,E,1,R,M,C,C,V,V,6000,F,N,FF,S,3
C7,7,13.08.19,08:00:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,8
C7,7,13.08.19,08:00:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,8
C7,7,13.08.19,08:00:00,CVB,E,1,R,M,C,C,V,V,12000,F,N,FO,S,8
C7,7,13.08.19,08:00:00,NAN,E,1,M,F,C,C,V,M,NA,F,N,FO,S,8
C7,7,13.08.19,08:03:00,CBL,E,1,R,M,C,C,V,V,6000,F,N,FO,S,15
C7,7,13.08.19,08:03:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,15
C7,7,13.08.19,08:03:00,CBL,E,1,M,F,C,C,V,V,6000,F,N,FO,S,15
C7,7,13.08.19,08:03:00,CPE,E,1,M,F,C,C,V,M,NA,F,N,FO,S,15
C7,7,14.08.19,07:19:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,5
C7,7,14.08.19,07:19:00,CBL,E,1,R,M,C,C,V,V,6000,F,N,FO,S,3
C7,7,14.08.19,07:39:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,3
C7,7,19.08.19,07:20:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,12
C7,7,19.08.19,07:20:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,12
C7,7,19.08.19,08:00:00,CPE,E,1,R,F,C,C,V,V,13000,F,N,FO,S,12
C7,7,19.08.19,08:00:00,CBA,E,1,M,F,C,C,V,V,10000,F,N,FO,S,12
C7,7,19.08.19,08:00:00,CHV,E,1,M,F,C,C,V,V,12000,F,N,FO,S,12
C7,7,19.08.19,08:00:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,12
C7,7,19.08.19,08:00:00,MJG,MI,1,M,NA,C,C,V,M,NA,F,J,FO,S,12
C7,7,19.08.19,15:57:00,CPO,E,1,R,M,C,C,V,V,4000,F,J,FF,S,1
C7,7,20.08.19,07:19:00,CBL,E,1,R,M,C,C,V,V,6000,F,N,FO,S,10
C7,7,20.08.19,07:19:00,CRN,E,1,R,F,C,C,V,V,7000,F,N,R,S,10
C7,7,23.08.19,07:19:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,10
C7,7,23.08.19,07:19:00,PCM,E,1,R,F,C,C,V,V,4000,M,N,FO,S,10
C7,7,23.08.19,07:21:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,12
C7,7,23.08.19,07:21:00,MAN,G,2,M,M,C,C,V,M,NA,F,J,FO,S,12
C7,7,23.08.19,07:21:00,MAN,T,1,M,M,C,C,V,M,NA,F,J,FO,S,12
C7,7,23.08.19,07:40:00,MAN,G,1,M,M,A,A,V,M,3000,F,J,FO,S,12
C7,7,23.08.19,07:59:00,CBL,E,1,M,M,D,D,V,M,NA,F,N,FO,S,5
C7,7,23.08.19,07:59:00,CMN,E,1,M,F,C,C,V,M,NA,F,N,FO,S,5
C7,7,23.08.19,15:49:00,CBA,E,1,R,F,C,C,V,V,12000,P,J,FF,N,1
E7,7,05.08.19,08:16:00,CBL,EF,1,M,NA,C,C,V,C,NA,F,NA,NA,NA,NA
E7,7,05.08.19,08:16:00,CMN,MIF,1,M,NA,C,C,V,C,NA,F,NA,NA,NA,NA
E7,7,05.08.19,08:16:00,CMN,MIF,1,M,NA,C,C,V,C,NA,F,NA,NA,NA,NA
E7,7,05.08.19,08:16:00,CMN,GF,1,M,NA,C,C,V,C,NA,F,NA,NA,NA,NA
E7,7,05.08.19,16:51:00,MJG,G,4,M,NA,C,C,V,C,NA,F,J,FO,S,3
E7,7,05.08.19,16:51:00,CMN,EF,1,M,NA,C,C,V,C,NA,F,NA,FF,S,4
E7,7,05.08.19,16:51:00,CBL,E,1,M,M,C,C,V,C,NA,F,NA,FF,S,4
E7,7,05.08.19,16:51:00,CBL,E,1,M,F,C,C,V,C,NA,F,NA,FO,S,3
E7,7,05.08.19,16:51:00,CBL,E,1,M,F,C,C,V,C,NA,F,NA,FF,S,5
E7,7,05.08.19,16:51:00,CBL,E,1,M,M,C,C,V,C,NA,F,NA,FO,S,6
E7,7,05.08.19,16:51:00,CBL,E,1,M,M,C,C,V,C,NA,F,NA,FF,S,6
E7,7,06.08.19,16:10:00,CPO,G,4,M,NA,C,C,V,M,NA,F,J,FF,S,2
E7,7,06.08.19,16:10:00,CPO,T,1,M,NA,C,C,V,M,NA,F,J,FF,S,2
E7,7,09.08.19,07:40:00,SIT,E,1,M,F,C,C,V,M,NA,F,N,P,S,1
E7,7,09.08.19,07:44:00,NAN,E,1,M,M,C,C,V,M,NA,P,J,P,N,0.05
E7,7,09.08.19,08:18:00,TOR,E,1,M,M,C,C,V,M,NA,M,J,FO,S,3
E7,7,10.08.19,16:59:00,ATH,E,1,M,F,C,C,V,M,NA,P,J,FO,S,0.5
E7,7,12.08.19,07:25:00,CMN,T,1,M,NA,C,C,V,M,NA,P,J,NA,NA,NA
E7,7,12.08.19,08:06:00,CBL,E,1,M,M,A,A,V,M,5000,F,N,NA,NA,NA
E7,7,12.08.19,08:06:00,CBL,E,1,M,F,A,A,V,M,5000,F,N,NA,NA,NA
E7,7,12.08.19,15:52:00,GEN,P,1,M,NA,C,C,V,C,NA,P,J,P,S,0.5
E7,7,12.08.19,15:52:00,CMN,MR,17,M,NA,A,A,V,M,2500,P,J,NA,NA,NA
E7,7,13.08.19,07:50:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,4
E7,7,13.08.19,07:50:00,CBA,E,1,M,M,C,C,V,V,15000,F,N,FF,S,4
E7,7,13.08.19,07:50:00,PGE,E,1,M,M,C,C,V,V,20000,F,N,FF,S,4
E7,7,13.08.19,07:50:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,4
E7,7,13.08.19,07:50:00,CBA,E,1,R,M,C,C,V,V,15000,F,N,FF,S,4
E7,7,14.08.19,07:59:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,NA,NA
E7,7,14.08.19,07:59:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,NA,NA,NA
E7,7,14.08.19,16:14:00,CBL,MR,37,M,NA,C,C,V,V,100,F,N,FF,S,6
E7,7,14.08.19,15:55:00,RAT,E,1,M,M,C,C,V,M,NA,P,J,FF,S,1
E7,7,14.08.19,16:14:00,MST,E,1,M,M,C,C,V,M,NA,F,J,FF,S,6
E7,7,15.08.19,08:16:00,CPE,E,1,M,M,C,C,V,M,NA,F,N,FF,S,13
E7,7,15.08.19,08:16:00,CBA,E,1,M,M,C,C,V,M,NA,F,N,FF,S,13
E7,7,15.08.19,08:16:00,CBL,E,1,M,M,C,C,V,M,NA,F,N,FF,S,13
E7,7,15.08.19,08:16:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FF,S,13
E7,7,15.08.19,08:16:00,CBL,E,1,M,M,C,C,V,M,NA,F,N,FF,S,13
E7,7,15.08.19,08:16:00,CBA,E,1,R,M,C,C,V,V,10000,F,N,FF,S,13
E7,7,16.08.19,07:25:00,CBL,E,1,M,M,C,C,V,C,NA,F,N,FO,S,5
E7,7,16.08.19,07:25:00,CVB,E,1,M,F,C,C,V,C,NA,F,N,FO,S,5
E7,7,16.08.19,07:37:00,CMN,MR,21,M,NA,C,C,V,M,NA,F,J,FF,S,3
E7,7,16.08.19,07:43:00,PCM,E,1,M,M,C,C,V,M,NA,F,N,FF,S,2
E7,7,16.08.19,07:43:00,PCM,E,1,R,M,C,C,V,V,2500,M,N,FO,S,2
E7,7,16.08.19,07:43:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,4
E7,7,16.08.19,08:34:00,CPE,E,1,R,M,C,C,V,V,NA,F,N,FO,S,5
E7,7,16.08.19,15:54:00,PLQ,E,1,M,F,C,C,V,M,NA,P,J,FF,S,2
E7,7,16.08.19,16:57:00,CMN,T,1,M,NA,C,C,V,M,NA,F,N,FO,S,5
E7,7,16.08.19,16:57:00,CMN,MR,34,M,NA,C,C,V,M,NA,F,N,FO,S,5
E7,7,19.08.19,08:01:00,CPE,E,1,M,M,C,C,V,V,8000,F,N,FF,S,6
E7,7,19.08.19,08:01:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FF,S,6
E7,7,19.08.19,08:01:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,S,6
E7,7,19.08.19,08:01:00,PLQ,E,1,R,F,C,C,V,V,2500,F,N,FO,S,6
E7,7,20.08.19,07:38:00,HOC,E,1,M,F,C,C,V,V,3000,F,J,FO,S,7
E7,7,20.08.19,07:54:00,CBL,E,1,M,F,C,C,V,C,NA,F,N,FF,S,4
E7,7,20.08.19,07:54:00,CBL,E,1,M,M,C,C,V,C,NA,F,N,FF,S,4
E7,7,20.08.19,07:54:00,CBL,E,1,M,F,C,C,V,C,NA,F,N,FF,S,4
E7,7,21.08.19,08:20:00,CBL,E,1,M,M,C,C,V,M,NA,F,N,FO,S,2
E7,7,21.08.19,16:28:00,PIN,E,1,M,M,AH,A,H,M,2000,F,NA,NA,NA,NA
E7,7,23.08.19,07:53:00,PLQ,E,1,M,M,C,C,V,M,NA,M,N,FO,N,2
E7,7,23.08.19,15:54:00,ATH,E,1,M,F,C,C,V,M,NA,P,J,FF,S,1
E10,7,05.08.19,07:54:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,N,2
E10,7,05.08.19,07:54:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FF,N,2
E10,7,05.08.19,07:54:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FF,N,2
E10,7,05.08.19,16:16:00,ATH,G,1,M,NA,C,C,V,M,NA,P,J,FF,N,1
E10,7,06.08.19,16:33:00,POT,MR,5,M,NA,C,C,V,M,NA,F,J,FO,S,3
E10,7,10.08.19,07:54:00,CBL,MR,3,M,NA,CH,C,H,M,NA,NA,NA,NA,NA,NA
E10,7,12.08.19,15:56:00,CPE,T,1,M,NA,CH,C,H,M,NA,NA,NA,NA,NA,NA
E10,7,16.08.19,07:25:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,N,3
E10,7,19.08.19,07:55:00,CBA,E,1,R,M,C,C,V,V,15000,F,N,FO,N,4
E10,7,20.08.19,08:04:00,MST,E,1,R,M,C,C,V,V,5000,F,J,FF,S,2
E10,7,23.08.19,16:16:00,CBL,MR,7,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E10,7,25.08.19,08:19:00,CAL,E,1,M,M,C,C,V,M,NA,F,J,FO,S,3
E10,7,25.08.19,08:19:00,ATH,E,1,M,M,C,C,V,M,NA,P,J,FO,S,3
