village,session,date,heure,especes,etat,nombre,endroit,sex,obtenu via,obtenu comment,obtenu ou,but,prix,tue via,tue quand,tue ou,cote,km
E3,8,09.09.19,07:41:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,NA
E3,8,09.09.19,16:34:00,PYT,E,1,M,F,C,C,V,V,50000,NA,J,R,N,2.5
E3,8,12.09.19,07:23:00,POT,MI,1,R,M,C,C,V,V,30000,F,J,FF,S,10
E3,8,12.09.19,07:27:00,CBA,E,1,R,F,C,C,V,V,10000,F,J,NA,S,NA
E3,8,12.09.19,08:23:00,CPE,E,1,M,F,CH,C,H,C,NA,F,NA,NA,NA,NA
E3,8,12.09.19,08:23:00,CBL,E,1,M,F,CH,C,H,C,NA,F,NA,NA,NA,NA
E3,8,12.09.19,08:23:00,POT,MI,2,M,M,CH,C,H,C,NA,F,NA,NA,NA,NA
E3,8,13.09.19,07:51:00,MNG,E,1,M,F,C,C,V,M,NA,F,J,FO,N,5
E3,8,13.09.19,07:51:00,CMN,G,4,M,NA,C,C,V,M,NA,F,J,FO,N,5
E3,8,13.09.19,15:58:00,TOR,E,1,R,M,C,C,V,V,1000,P,J,P,N,0.8
E3,8,16.09.19,07:40:00,POT,GF,2,M,NA,C,C,V,C,NA,F,J,NA,S,NA
E3,8,16.09.19,07:40:00,CMN,E,1,M,F,C,C,V,C,NA,F,J,NA,S,NA
E3,8,16.09.19,15:54:00,TOR,E,1,R,F,C,C,V,V,1500,P,J,NA,N,NA
E3,8,18.09.19,07:37:00,PCM,E,1,R,F,C,C,V,V,5000,F,N,FF,S,2
E3,8,21.09.19,07:39:00,POT,G,6,M,NA,C,C,V,C,NA,F,J,FO,S,4
E3,8,21.09.19,07:39:00,HOC,E,1,M,M,C,C,V,C,NA,F,J,FO,S,4
E3,8,21.09.19,08:03:00,CMN,GF,4,M,NA,C,C,V,C,NA,F,J,NA,N,NA
C2,8,02.09.19,07:32:00,NAN,E,1,R,F,C,C,V,V,5000,F,N,FF,N,2
C2,8,02.09.19,07:38:00,HOC,E,1,R,M,C,C,V,V,8000,F,J,FO,N,NA
C2,8,02.09.19,07:43:00,CBA,MR,90,R,NA,C,C,V,V,100,NA,NA,NA,NA,NA
C2,8,02.09.19,16:28:00,CPE,G,1,M,NA,A,A,V,M,2500,NA,NA,NA,NA,NA
C2,8,02.09.19,16:30:00,CPE,G,1,M,NA,A,A,V,M,2500,NA,NA,NA,NA,NA
C2,8,03.09.19,07:34:00,POT,E,1,M,F,C,C,V,V,50000,F,J,P,N,2
C2,8,03.09.19,07:59:00,PCM,E,1,R,F,C,C,V,V,2500,P,J,FF,S,3
C2,8,04.09.19,07:34:00,ATH,E,1,R,M,C,C,V,V,5000,P,J,P,S,4
C2,8,04.09.19,07:39:00,CBA,GF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
C2,8,04.09.19,08:10:00,CBL,GF,4,M,NA,C,C,V,C,NA,NA,NA,NA,NA,NA
C2,8,04.09.19,15:07:00,CPE,G,2,M,NA,C,C,V,C,NA,NA,NA,NA,NA,NA
C2,8,04.09.19,15:10:00,CPE,G,1,M,NA,A,A,V,M,2500,NA,NA,NA,NA,NA
C2,8,07.09.19,07:39:00,TOR,E,1,R,M,C,C,V,V,3000,P,J,FF,S,3
C2,8,07.09.19,16:15:00,VAR,E,1,M,F,C,C,V,M,NA,P,J,P,N,2
C2,8,08.09.19,16:35:00,CBA,G,3,M,NA,C,C,V,V,7500,NA,NA,NA,NA,NA
C2,8,08.09.19,17:00:00,CBA,G,1,M,NA,C,C,V,V,2500,NA,NA,NA,NA,NA
C2,8,09.09.19,08:03:00,HER,E,1,R,M,C,C,V,V,5000,F,N,P,S,1
C2,8,09.09.19,16:36:00,CFN,MR,5,M,NA,A,A,V,M,10000,NA,NA,NA,NA,NA
C2,8,09.09.19,16:39:00,CBL,E,1,M,F,C,C,V,M,NA,P,J,FO,S,NA
C2,8,09.09.19,16:50:00,CBA,G,2,R,NA,D,D,V,M,NA,NA,NA,NA,NA,NA
C2,8,09.09.19,17:07:00,CHV,MR,2,M,NA,D,D,V,M,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,08:27:00,CMN,GF,4,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,08:27:00,CBA,GF,4,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,08:27:00,POT,MR,5,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,08:27:00,POT,MRF,10,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,08:42:00,HER,E,1,R,M,C,C,V,V,10000,P,J,P,S,2
C2,8,12.09.19,16:39:00,POT,MR,5,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,16:39:00,CBL,GF,16,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,12.09.19,16:39:00,CPE,GF,4,M,NA,CH,C,H,C,NA,NA,NA,NA,NA,NA
C2,8,13.09.19,08:33:00,CBL,GF,16,M,NA,C,C,V,C,NA,NA,NA,NA,NA,NA
C2,8,13.09.19,16:22:00,CVB,E,1,M,M,C,C,V,C,NA,F,N,FO,S,NA
C2,8,13.09.19,16:22:00,CBL,E,1,M,F,C,C,V,C,NA,F,N,FO,S,NA
C2,8,13.09.19,16:22:00,CBL,E,1,M,M,C,C,V,C,NA,F,N,FO,S,NA
C2,8,13.09.19,16:53:00,CBA,E,1,M,M,C,C,V,C,NA,F,J,FO,N,NA
C2,8,15.09.19,16:54:00,CHV,E,1,M,F,C,C,V,C,NA,F,N,R,S,NA
C2,8,16.09.19,15:54:00,CPE,E,1,R,M,C,C,V,V,10000,F,N,FO,N,NA
C2,8,16.09.19,15:54:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,NA
C2,8,16.09.19,16:17:00,CPE,E,1,M,F,C,C,V,C,NA,F,NA,NA,NA,NA
C2,8,21.09.19,07:20:00,TOR,E,1,R,M,C,C,V,V,1500,P,J,FF,N,2
C2,8,21.09.19,07:39:00,HOC,E,1,M,M,C,C,V,V,5000,F,J,FO,N,NA
C2,8,21.09.19,07:39:00,ATH,E,1,M,M,C,C,V,M,NA,F,N,FO,N,NA
C2,8,21.09.19,07:43:00,POT,T,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
C2,8,21.09.19,07:45:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FO,N,NA
C2,8,21.09.19,15:59:00,CBA,E,1,R,M,C,C,V,V,10000,F,N,FO,N,NA
C2,8,21.09.19,16:06:00,CBA,E,1,R,M,C,C,V,V,13000,F,J,FO,N,NA
C2,8,21.09.19,16:12:00,HER,E,1,R,M,C,C,V,V,1100,P,J,P,N,3
C2,8,21.09.19,16:21:00,CFN,MR,25,R,NA,C,C,V,V,100,NA,NA,NA,NA,NA
E5,8,02.09.19,07:51:00,CBL,GF,3,M,NA,C,C,V,M,NA,F,N,NA,NA,NA
E5,8,03.09.19,07:47:00,CBL,EF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E5,8,03.09.19,07:47:00,CBL,EF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E5,8,04.09.19,16:39:00,NAN,MR,23,M,NA,D,D,V,M,NA,NA,NA,NA,NA,NA
E5,8,07.09.19,07:24:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,3
E5,8,07.09.19,07:24:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,3
E5,8,07.09.19,07:24:00,PLQ,E,1,R,M,C,C,V,V,5000,F,N,FF,N,3
E5,8,07.09.19,07:24:00,PCM,E,1,R,F,C,C,V,V,4000,F,N,FO,N,3
E5,8,07.09.19,07:24:00,CPE,E,1,R,M,C,C,V,V,13000,F,N,FF,S,4
E5,8,07.09.19,08:06:00,ATH,E,1,M,F,C,C,V,M,NA,F,N,FO,N,2
E5,8,08.09.19,16:12:00,CBA,G,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E5,8,08.09.19,16:12:00,CBA,MR,38,M,NA,A,A,V,M,NA,NA,NA,NA,NA,NA
E5,8,08.09.19,16:12:00,CBA,T,1,M,NA,A,A,V,M,NA,NA,NA,NA,NA,NA
E5,8,09.09.19,07:53:00,SIT,MR,9,M,NA,A,A,V,M,NA,P,J,P,N,2
E5,8,09.09.19,07:57:00,SIT,T,1,M,NA,C,C,V,M,NA,P,J,P,N,2
E5,8,09.09.19,16:19:00,CHV,GF,1,M,NA,D,D,V,M,NA,NA,NA,NA,NA,NA
E5,8,09.09.19,16:19:00,CHV,MR,12,M,NA,A,A,V,M,NA,NA,NA,NA,NA,NA
E5,8,09.09.19,16:51:00,CBL,E,1,M,M,A,A,V,V,5000,F,N,NA,NA,NA
E5,8,12.09.19,07:20:00,CBL,E,1,M,M,C,C,V,M,NA,F,N,NA,N,8
E5,8,12.09.19,07:20:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,NA,N,8
E5,8,12.09.19,07:20:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,N,7
E5,8,12.09.19,07:20:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,N,6
E5,8,12.09.19,07:20:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,N,6
E5,8,12.09.19,07:20:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,N,6
E5,8,12.09.19,07:20:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,N,6
E5,8,12.09.19,07:27:00,CPE,E,1,R,F,C,C,V,V,15000,F,N,FF,N,8
E5,8,12.09.19,07:27:00,CBA,E,1,M,M,C,C,V,V,13000,F,N,FO,N,6
E5,8,12.09.19,07:27:00,CVB,E,1,M,M,C,C,V,V,10000,F,N,FO,N,6
E5,8,12.09.19,07:55:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,S,4
E5,8,12.09.19,07:55:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,S,3
E5,8,12.09.19,07:55:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,S,3
E5,8,12.09.19,08:17:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,N,4
E5,8,12.09.19,08:17:00,TOR,E,1,M,F,C,C,V,V,1000,NA,N,FO,N,4
E5,8,12.09.19,08:17:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FF,N,4
E5,8,12.09.19,16:33:00,CBL,E,1,M,M,D,D,V,M,NA,F,NA,NA,NA,NA
E5,8,13.09.19,15:54:00,CBA,E,1,R,M,C,C,V,V,5000,F,N,NA,S,7
E5,8,14.09.19,07:30:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,S,6
E5,8,14.09.19,07:30:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,S,6
E5,8,14.09.19,07:30:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,S,6
E5,8,14.09.19,07:30:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,S,6
E5,8,14.09.19,07:30:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,S,6
E5,8,14.09.19,07:30:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,NA,S,6
E5,8,14.09.19,07:45:00,MPN,E,1,M,F,C,C,V,M,NA,F,N,FO,S,6
E5,8,14.09.19,07:45:00,CBL,E,1,M,M,C,C,V,M,NA,F,N,FF,S,6
E5,8,14.09.19,08:16:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,S,7
E5,8,14.09.19,08:16:00,CBA,E,1,M,M,C,C,V,V,6000,F,N,NA,S,7
E5,8,14.09.19,16:27:00,CBL,G,2,M,NA,D,D,V,M,NA,F,N,NA,NA,NA
E5,8,14.09.19,16:27:00,CBL,T,1,M,NA,D,D,V,M,NA,F,N,NA,NA,NA
E5,8,15.09.19,07:33:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,NA,NA
E5,8,15.09.19,07:33:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,NA,NA,NA
E5,8,16.09.19,07:27:00,HOC,E,1,R,M,C,C,V,V,8000,F,N,FF,S,8
E5,8,16.09.19,07:27:00,POT,E,1,R,M,C,C,V,V,25000,F,N,FO,S,4
E5,8,16.09.19,07:27:00,TOR,E,1,R,M,C,C,V,V,1000,NA,N,FO,S,6
E5,8,16.09.19,07:27:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,S,8
E5,8,16.09.19,07:27:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,S,8
E5,8,16.09.19,07:27:00,ATH,E,1,M,M,C,C,V,V,5000,F,N,FF,S,8
E5,8,16.09.19,07:43:00,CBL,E,1,M,F,C,C,V,NA,NA,F,N,NA,NA,NA
E5,8,16.09.19,07:43:00,CBL,E,1,M,M,C,C,V,NA,NA,F,N,NA,NA,NA
E5,8,16.09.19,16:26:00,CDO,E,1,M,F,C,C,V,M,NA,F,J,FF,N,4
E5,8,17.09.19,07:24:00,CBA,E,1,R,M,C,C,V,V,10000,F,N,NA,NA,NA
E5,8,17.09.19,07:24:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,NA,NA
E5,8,17.09.19,07:29:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FO,N,3
E5,8,17.09.19,07:29:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FO,N,3
E5,8,17.09.19,08:08:00,PCM,E,1,R,M,C,C,V,V,3000,F,N,NA,NA,NA
E5,8,18.09.19,07:27:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,N,4
E5,8,18.09.19,07:27:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,N,4
E5,8,18.09.19,07:27:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,NA,N,4
E5,8,18.09.19,07:27:00,PCM,E,1,M,M,C,C,V,V,3000,M,N,P,N,4
E5,8,18.09.19,07:27:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,NA,N,4
E5,8,18.09.19,07:59:00,PLQ,E,1,R,M,C,C,V,V,5000,F,N,FO,N,3
E5,8,18.09.19,08:24:00,CFN,E,1,R,F,C,C,V,V,13000,F,N,FO,N,15
E5,8,18.09.19,08:24:00,CHV,E,1,M,F,C,C,V,V,NA,F,N,M,N,16
E5,8,21.09.19,16:54:00,CBL,E,1,M,M,C,C,V,M,NA,F,J,NA,NA,NA
E6,8,02.09.19,07:22:00,CBL,G,1,M,NA,C,C,V,M,NA,F,N,FF,S,5
E6,8,02.09.19,07:22:00,CBL,MR,7,M,NA,C,C,V,M,NA,F,N,FF,S,5
E6,8,03.09.19,07:23:00,POT,MI,1,M,F,C,C,V,V,30000,F,N,R,N,2
E6,8,03.09.19,07:23:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,N,2
E6,8,03.09.19,07:23:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,2
E6,8,03.09.19,07:34:00,POT,MI,1,R,F,C,C,V,V,25000,F,N,R,N,2
E6,8,03.09.19,07:41:00,CBL,E,1,M,M,A,A,V,M,5000,F,N,NA,NA,NA
E6,8,03.09.19,07:41:00,CBL,E,1,M,M,A,A,V,M,5000,F,N,NA,NA,NA
E6,8,03.09.19,07:41:00,CBL,E,1,M,F,A,A,V,M,5000,F,N,NA,NA,NA
E6,8,03.09.19,07:53:00,CBA,E,1,M,F,C,C,V,V,15000,F,N,FF,S,5
E6,8,03.09.19,07:53:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FF,S,5
E6,8,03.09.19,07:53:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FF,S,5
E6,8,03.09.19,07:53:00,PCM,E,1,M,M,C,C,V,V,4000,F,N,FF,S,5
E6,8,03.09.19,07:53:00,ATH,E,1,M,M,C,C,V,V,5000,F,N,FF,S,0.7
E6,8,04.09.19,07:23:00,PCM,E,1,M,F,C,C,V,M,NA,F,N,FF,S,3
E6,8,04.09.19,07:28:00,CPE,E,1,R,F,C,C,V,V,15000,F,N,FO,S,3
E6,8,04.09.19,07:36:00,CFN,E,1,M,F,C,C,V,V,10000,F,N,R,S,4
E6,8,04.09.19,07:36:00,CBA,E,1,M,F,C,C,V,V,15000,F,N,FO,S,4
E6,8,04.09.19,07:36:00,ATH,E,1,M,F,C,C,V,M,NA,F,N,FO,S,5
E6,8,04.09.19,07:36:00,PCM,E,1,M,F,C,C,V,M,NA,F,N,FO,S,5
E6,8,04.09.19,07:36:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,S,5
E6,8,04.09.19,07:36:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,S,5
E6,8,04.09.19,07:36:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,S,5
E6,8,04.09.19,07:51:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FF,S,5
E6,8,07.09.19,07:23:00,PCM,E,1,M,F,C,C,V,V,5000,F,N,FF,S,1
E6,8,07.09.19,15:52:00,PCM,E,1,M,M,C,C,V,V,5000,F,N,FF,S,6
E6,8,07.09.19,15:52:00,ATH,MI,1,M,NA,C,C,V,M,NA,F,N,FF,S,6
E6,8,08.09.19,07:23:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,NA,S,5
E6,8,08.09.19,07:23:00,CMN,E,1,M,F,C,C,V,M,NA,M,N,FF,S,5
E6,8,08.09.19,16:07:00,CPO,E,1,R,F,C,C,V,V,3000,F,J,FF,N,1
