village,session,date,heure,especes,etat,nombre,endroit,sex,obtenu via,obtenu comment,obtenu ou,but,prix,tue via,tue quand,tue ou,cote,km
C1,9,20.10.19,07:47:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,4
C1,9,20.10.19,07:47:00,ATH,E,1,M,M,C,C,V,V,7000,F,N,FO,N,4
E3,9,01.10.19,07:27:00,POT,E,1,R,F,C,C,V,V,28000,F,J,FF,S,7
E3,9,01.10.19,07:27:00,POT,E,1,R,F,C,C,V,V,35000,F,J,FF,S,7
E3,9,02.10.19,07:35:00,CBL,E,1,R,M,C,C,V,V,4000,F,N,FF,S,4
E3,9,02.10.19,07:35:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,S,4
E3,9,02.10.19,07:53:00,HER,E,1,M,F,C,C,V,M,NA,P,J,P,N,1
E3,9,02.10.19,07:53:00,CMN,TF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E3,9,02.10.19,08:13:00,CRN,E,1,M,M,C,C,V,M,NA,F,N,R,S,NA
E3,9,02.10.19,08:27:00,CIV,E,1,M,F,C,C,V,M,NA,F,N,NA,N,NA
E3,9,02.10.19,15:56:00,TOR,E,1,R,M,C,C,V,V,1500,P,J,P,N,1.8
E3,9,02.10.19,16:21:00,PCM,E,1,R,M,C,C,V,V,4000,NA,NA,NA,NA,NA
E3,9,02.10.19,16:45:00,CMN,PF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E3,9,05.10.19,15:57:00,POT,E,1,M,M,C,C,V,V,45000,F,J,R,S,4
E3,9,05.10.19,15:57:00,POT,E,1,M,F,C,C,V,V,35000,F,J,R,S,4
E3,9,05.10.19,16:37:00,CBL,E,1,M,F,A,A,V,M,NA,F,NA,NA,NA,NA
E3,9,06.10.19,15:56:00,HOC,E,1,M,M,C,C,V,M,NA,F,J,FF,S,3
E3,9,06.10.19,16:37:00,CBL,E,1,R,F,C,C,V,V,4000,F,NA,NA,NA,NA
E3,9,07.10.19,16:02:00,CMN,TF,1,M,NA,DH,D,H,M,NA,NA,NA,NA,NA,NA
E3,9,07.10.19,16:07:00,HOC,E,1,R,F,C,C,V,V,4000,F,J,FO,N,5
E3,9,07.10.19,16:18:00,TOR,E,1,R,M,C,C,V,V,1000,P,J,FO,N,2
E3,9,07.10.19,16:25:00,MST,E,1,R,F,C,C,V,V,5000,F,J,FF,N,3
E3,9,07.10.19,16:55:00,POT,E,1,M,F,C,C,V,V,45000,P,J,R,S,5
E3,9,08.10.19,16:03:00,CPE,E,1,R,F,C,C,V,V,15000,F,J,FF,S,7
E3,9,09.10.19,07:45:00,ATH,E,1,R,F,C,C,V,V,6000,F,N,FO,N,5
E3,9,12.10.19,07:40:00,CPE,E,1,M,M,C,C,V,V,14000,F,N,FF,S,NA
E3,9,14.10.19,15:57:00,POT,E,1,R,F,C,C,V,V,20000,F,J,R,S,6
E3,9,14.10.19,16:44:00,CBL,E,1,M,M,A,A,V,M,NA,F,NA,NA,NA,NA
E3,9,14.10.19,16:49:00,TOR,E,1,R,F,C,C,V,V,1500,P,J,FO,N,3
E3,9,17.10.19,07:26:00,CBL,E,1,M,F,A,A,V,M,NA,F,NA,NA,NA,NA
E3,9,17.10.19,15:59:00,ATH,E,1,R,M,C,C,V,V,6000,P,J,R,N,3
E3,9,20.10.19,16:04:00,ATH,MR,15,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
E3,9,20.10.19,16:15:00,ATH,E,1,R,F,C,C,V,V,6000,P,J,FO,S,4
E3,9,20.10.19,16:44:00,CMN,TF,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
C2,9,30.09.19,15:57:00,CBL,E,1,M,M,C,C,V,M,NA,P,J,FF,S,2
C2,9,01.10.19,08:04:00,AOI,E,1,M,F,C,C,V,M,NA,P,J,P,N,0.8
C2,9,01.10.19,16:45:00,TOR,E,1,R,F,C,C,V,V,3500,P,J,FF,S,NA
C2,9,01.10.19,16:45:00,VAR,E,1,R,M,C,C,V,V,5000,P,J,FF,S,NA
C2,9,01.10.19,16:56:00,PCM,E,1,M,M,C,C,V,M,NA,P,J,P,N,1
C2,9,05.10.19,08:32:00,CDJ,MRF,10,R,NA,C,C,V,V,500,P,J,FF,S,NA
C2,9,06.10.19,07:31:00,PCM,E,1,M,M,C,C,V,M,NA,M,N,FO,N,NA
C2,9,06.10.19,07:34:00,POT,E,1,R,F,C,C,V,V,40000,F,J,FO,N,NA
C2,9,06.10.19,16:02:00,CHV,MR,40,R,NA,C,C,V,V,100,NA,NA,NA,NA,NA
C2,9,06.10.19,16:02:00,POT,E,1,M,NA,C,C,V,V,12500,NA,J,FO,N,NA
C2,9,06.10.19,16:02:00,CRN,E,1,M,M,C,C,V,V,20000,F,N,R,N,NA
C2,9,06.10.19,16:02:00,POT,E,1,M,NA,C,C,V,M,NA,NA,J,FO,N,NA
C2,9,06.10.19,16:04:00,PCM,E,1,R,M,C,C,V,V,3000,M,N,P,N,0.5
C2,9,06.10.19,17:10:00,TOR,E,1,M,F,C,C,V,M,NA,M,J,FF,N,NA
C2,9,07.10.19,16:01:00,TOR,E,1,R,M,C,C,V,V,3000,M,J,FO,N,NA
C2,9,07.10.19,16:01:00,ATH,E,1,R,F,C,C,V,V,5000,P,J,FF,N,NA
C2,9,08.10.19,08:39:00,CPE,E,1,M,M,C,C,V,M,NA,F,N,FO,S,4
C2,9,08.10.19,08:39:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,4
C2,9,08.10.19,17:04:00,CBL,E,1,M,F,C,C,V,V,5000,P,J,P,N,2
C2,9,09.10.19,07:38:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,07:38:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,07:38:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,07:38:00,CBL,MR,30,M,NA,C,C,V,V,100,F,N,FO,N,NA
C2,9,09.10.19,07:43:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,07:43:00,MST,E,1,R,M,C,C,V,V,45000,F,J,FO,N,NA
C2,9,09.10.19,08:27:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,08:46:00,CPE,E,1,R,F,C,C,V,V,13000,F,N,FO,N,NA
C2,9,09.10.19,08:47:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,08:47:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,NA
C2,9,09.10.19,08:47:00,MNG,E,1,M,M,C,C,V,V,4500,F,N,FO,N,NA
C2,9,10.10.19,16:41:00,ATH,E,1,R,M,C,C,V,V,5000,P,J,FF,S,NA
C2,9,10.10.19,17:03:00,TOR,E,1,R,F,C,C,V,V,2500,M,J,FO,S,NA
C2,9,12.10.19,08:30:00,TOR,E,1,R,M,C,C,V,V,3000,P,J,P,N,1
C2,9,14.10.19,16:13:00,CBL,MR,20,R,NA,C,C,V,V,100,NA,NA,NA,NA,NA
C2,9,15.10.19,16:32:00,ATH,E,1,R,F,C,C,V,V,5000,P,J,FF,S,NA
C2,9,15.10.19,16:48:00,ATH,E,1,R,M,C,C,V,V,5000,P,J,FF,S,NA
C2,9,16.10.19,16:00:00,ATH,E,1,R,F,C,C,V,V,5000,P,J,FF,N,NA
C2,9,16.10.19,16:13:00,HOC,MR,30,R,NA,C,C,V,V,100,NA,NA,NA,NA,NA
C2,9,16.10.19,16:25:00,CBL,E,1,M,M,C,C,V,M,NA,P,J,P,N,1
C2,9,17.10.19,07:38:00,CBL,T,1,M,NA,C,C,V,M,NA,NA,NA,NA,NA,NA
C2,9,20.10.19,07:34:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,N,NA
C2,9,20.10.19,07:36:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FO,N,NA
C2,9,20.10.19,07:42:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FF,N,NA
C2,9,20.10.19,16:10:00,TOR,E,1,R,F,C,C,V,V,1500,P,J,P,N,1
E5,9,30.09.19,16:00:00,HOC,E,1,M,M,C,C,V,M,NA,F,J,NA,NA,NA
E5,9,30.09.19,16:13:00,TOR,E,1,R,M,C,C,V,V,1500,NA,J,M,N,2
E5,9,30.09.19,16:23:00,TOR,E,1,M,M,C,C,V,M,NA,NA,J,FO,S,1
E5,9,01.10.19,07:24:00,CBL,E,1,R,F,D,D,V,V,5000,F,N,NA,NA,NA
E5,9,01.10.19,07:27:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,NA,NA,NA
E5,9,01.10.19,07:42:00,CVB,E,1,R,F,C,C,V,V,13000,F,N,FO,N,3
E5,9,01.10.19,07:49:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,N,3
E5,9,01.10.19,07:49:00,PCM,E,1,R,M,C,C,V,V,3000,M,N,P,N,2
E5,9,01.10.19,08:07:00,HOC,E,1,M,M,C,C,V,V,5000,F,J,FF,N,8
E5,9,01.10.19,08:07:00,PCM,E,1,M,F,C,C,V,V,3000,NA,N,FO,N,4
E5,9,01.10.19,08:07:00,NAN,MR,19,M,NA,C,C,V,M,NA,F,N,NA,N,5
E5,9,01.10.19,08:07:00,CPE,E,1,R,M,C,C,V,V,12000,F,N,FO,N,7
E5,9,01.10.19,08:07:00,NAN,E,1,R,F,C,C,V,V,5000,F,N,FO,N,5
E5,9,05.10.19,07:50:00,CBA,E,1,R,M,C,C,V,V,10000,F,N,FF,N,3
E5,9,05.10.19,08:01:00,CPO,E,1,M,F,C,C,V,V,3000,F,J,FO,N,3
E5,9,06.10.19,07:29:00,CBA,E,1,M,F,C,C,V,S,NA,F,N,FF,S,2
E5,9,07.10.19,15:55:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,NA,NA,NA
E5,9,07.10.19,16:12:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,3
E5,9,07.10.19,16:27:00,ATH,E,1,R,M,C,C,V,V,5000,P,J,NA,NA,NA
E5,9,08.10.19,07:31:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,2
E5,9,08.10.19,15:55:00,TOR,E,1,R,M,C,C,V,V,1500,P,J,NA,NA,NA
E5,9,08.10.19,16:29:00,HOC,E,1,R,F,C,C,V,V,5000,F,J,FO,N,4
E5,9,09.10.19,07:26:00,POT,MI,1,R,F,C,C,V,V,30000,F,J,FO,S,7
E5,9,09.10.19,07:26:00,POT,MI,1,M,F,C,C,V,V,20000,F,J,FO,S,7
E5,9,09.10.19,07:30:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,N,3
E5,9,09.10.19,07:30:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,N,4
E5,9,09.10.19,07:30:00,CPE,E,1,M,F,C,C,V,V,12000,F,N,FF,N,4
E5,9,10.10.19,07:35:00,NAN,E,1,R,F,C,C,V,V,5000,F,N,NA,NA,NA
E5,9,12.10.19,07:22:00,HOC,E,1,M,M,AH,A,H,M,5000,F,NA,NA,NA,NA
E5,9,12.10.19,07:30:00,CPE,E,1,M,M,C,C,V,V,13000,F,N,FO,N,14
E5,9,12.10.19,07:30:00,CPE,E,1,M,M,C,C,V,V,14000,F,N,FF,N,14
E5,9,12.10.19,08:10:00,CVB,E,1,R,M,C,C,V,V,12000,F,N,FF,N,8
E5,9,12.10.19,08:10:00,CPE,E,1,M,F,C,C,V,V,14000,F,N,NA,N,14
E5,9,12.10.19,08:10:00,POT,MI,2,R,F,C,C,V,V,45000,F,NA,NA,N,13
E5,9,12.10.19,08:10:00,CBA,E,1,M,F,C,C,V,V,14000,F,N,FF,N,11
E5,9,12.10.19,08:10:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,N,8
E5,9,12.10.19,08:10:00,CAL,E,1,M,M,C,C,V,M,NA,F,J,FO,N,9
E5,9,15.10.19,07:26:00,CPE,E,1,R,F,C,C,V,V,12000,F,N,NA,NA,NA
E5,9,15.10.19,07:54:00,ATH,G,2,M,NA,C,C,V,M,NA,P,J,FF,S,2
E5,9,16.10.19,16:09:00,CBA,MR,16,M,NA,C,C,V,V,100,P,J,FO,S,4
E5,9,16.10.19,16:09:00,CBA,G,3,M,NA,C,C,V,V,7500,P,J,FO,S,4
E5,9,16.10.19,16:09:00,CBA,T,1,M,NA,C,C,V,M,NA,P,J,FO,S,4
E5,9,16.10.19,16:09:00,CPO,E,1,R,M,C,C,V,V,4000,F,J,FO,N,1
E5,9,17.10.19,07:26:00,ATH,E,1,R,M,C,C,V,V,5000,F,N,FO,S,4
E5,9,17.10.19,07:26:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,4
E5,9,17.10.19,07:26:00,ATH,E,1,M,F,C,C,V,V,5000,F,N,FF,N,9
E5,9,17.10.19,07:26:00,CPE,E,1,M,M,C,C,V,V,14000,F,N,FO,N,9
E5,9,17.10.19,16:22:00,ATH,E,1,R,F,C,C,V,V,5000,P,J,NA,NA,NA
E5,9,20.10.19,07:28:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,NA,NA,NA
E5,9,20.10.19,07:28:00,CBA,E,1,R,F,C,C,V,V,13000,F,N,NA,NA,NA
E6,9,30.09.19,16:06:00,CMN,MR,8,M,NA,DH,D,H,M,NA,NA,NA,NA,NA,NA
E6,9,01.10.19,07:22:00,TOR,E,1,M,M,C,C,V,M,NA,M,J,FF,N,3
E6,9,01.10.19,07:31:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,S,5
E6,9,01.10.19,07:33:00,CBL,E,1,M,M,C,C,V,V,5000,F,N,FO,S,5
E6,9,01.10.19,07:33:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FO,S,5
E6,9,01.10.19,07:33:00,CBA,E,1,M,F,C,C,V,V,15000,F,N,FO,S,5
E6,9,01.10.19,16:08:00,ATH,E,1,R,M,C,C,V,V,7000,P,J,FF,N,2
E6,9,02.10.19,07:28:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,FF,S,6
E6,9,02.10.19,07:28:00,ATH,E,1,M,M,C,C,V,V,7000,F,N,FF,S,6
E6,9,02.10.19,07:28:00,NAN,E,1,M,F,C,C,V,V,5000,F,N,FF,S,6
E6,9,02.10.19,07:34:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,FF,S,6
E6,9,02.10.19,07:34:00,CBL,E,1,M,F,C,C,V,V,5000,F,N,FF,S,4
E6,9,02.10.19,07:34:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,FF,S,4
E6,9,02.10.19,07:34:00,PCM,E,1,M,F,C,C,V,V,4000,M,N,FF,S,4
E6,9,05.10.19,07:38:00,NAN,E,1,R,M,C,C,V,V,5000,F,N,P,S,0.01
E6,9,05.10.19,07:40:00,HOC,G,4,M,NA,C,C,V,M,NA,F,J,FF,N,3
E6,9,07.10.19,15:53:00,ATH,E,1,M,F,A,A,V,M,5000,P,J,NA,NA,NA
E6,9,07.10.19,15:53:00,POT,MR,4,M,NA,D,D,V,M,NA,P,J,NA,NA,NA
E6,9,07.10.19,16:06:00,CPE,E,1,M,M,C,C,V,V,15000,F,N,FO,S,5
E6,9,07.10.19,16:06:00,CVB,E,1,M,M,C,C,V,V,10000,F,N,FO,S,5
E6,9,07.10.19,16:09:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FF,S,5
E6,9,07.10.19,16:11:00,POT,MR,2,M,NA,D,D,V,M,NA,P,J,NA,NA,NA
E6,9,07.10.19,16:14:00,POT,MR,1,M,NA,D,D,V,M,NA,P,J,NA,NA,NA
E6,9,07.10.19,16:19:00,POT,G,2,M,NA,C,C,V,M,NA,P,J,FO,N,3
E6,9,07.10.19,16:22:00,POT,E,1,R,F,C,C,V,V,50000,P,J,FO,N,3
E6,9,07.10.19,16:22:00,ATH,E,1,R,M,C,C,V,V,7000,P,J,FF,N,3
E6,9,07.10.19,16:22:00,ATH,E,1,R,M,C,C,V,V,7000,P,J,FO,N,3
E6,9,10.10.19,15:50:00,CBL,E,1,M,M,C,C,V,C,NA,F,N,FF,N,5
E6,9,10.10.19,15:50:00,CBL,E,1,M,F,C,C,V,C,NA,F,N,FF,N,5
E6,9,14.10.19,07:23:00,MPN,G,2,M,NA,D,D,V,M,NA,F,N,NA,NA,NA
E6,9,14.10.19,07:32:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,S,2
E6,9,15.10.19,16:10:00,CBA,G,3,R,NA,C,C,V,V,2500,P,J,FO,N,3
E6,9,15.10.19,16:13:00,CBA,G,1,M,NA,C,C,V,M,NA,P,J,FO,N,3
E6,9,15.10.19,16:13:00,CBA,T,1,M,NA,C,C,V,M,NA,P,J,FO,N,3
E6,9,16.10.19,07:23:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,N,2
E6,9,16.10.19,07:30:00,PCM,E,1,M,M,C,C,V,V,5000,M,N,FO,S,3
E6,9,16.10.19,07:33:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,3
E6,9,16.10.19,07:41:00,ATH,E,1,R,M,C,C,V,V,7000,P,J,FF,N,2
E6,9,16.10.19,15:58:00,GEN,E,1,M,M,C,C,V,M,NA,P,J,P,S,0.1
E6,9,16.10.19,16:09:00,CBA,E,1,R,F,C,C,V,V,15000,P,J,FF,S,3
E6,9,17.10.19,07:38:00,CBL,E,1,R,M,C,C,V,V,5000,F,N,FO,N,5
E6,9,17.10.19,07:38:00,CBA,E,1,R,M,C,C,V,V,15000,F,N,FF,N,5
C5,9,08.10.19,07:45:00,CPE,E,1,R,M,C,C,V,V,10000,F,N,FF,N,6
C5,9,08.10.19,07:45:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FF,N,3
C5,9,08.10.19,07:45:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FF,N,3
C5,9,08.10.19,07:45:00,PCM,E,1,M,M,C,C,V,M,NA,M,N,FO,N,1
C10,9,01.10.19,16:02:00,TOR,E,1,M,M,C,C,V,M,NA,NA,J,FO,S,1
C10,9,02.10.19,15:45:00,MST,E,1,M,F,C,C,V,M,NA,F,J,R,N,3
C10,9,02.10.19,15:45:00,ATH,ED,1,M,NA,C,C,V,M,NA,P,J,FO,N,3
C10,9,05.10.19,07:35:00,CBL,E,1,M,M,C,C,V,V,6000,F,N,FO,S,5
C10,9,05.10.19,07:35:00,CBL,E,1,M,F,C,C,V,V,6000,F,N,FO,S,5
C10,9,05.10.19,07:40:00,CBL,E,1,R,F,C,C,V,V,6000,F,N,FO,S,5
C10,9,07.10.19,15:59:00,CBA,E,1,R,F,C,C,V,V,17000,P,J,FO,N,3
C10,9,07.10.19,15:59:00,ATH,E,1,M,M,C,C,V,M,NA,P,J,FO,N,3
C10,9,12.10.19,07:33:00,ATH,E,1,R,F,C,C,V,V,6000,F,N,R,N,3
C10,9,12.10.19,07:33:00,MPN,E,1,M,M,C,C,V,M,NA,P,J,FO,N,3
C10,9,12.10.19,07:33:00,RAT,E,1,M,M,C,C,V,M,NA,P,J,FO,N,3
C10,9,16.10.19,07:22:00,CPE,E,1,R,F,C,C,V,V,17000,F,N,FO,S,5
C10,9,16.10.19,07:22:00,PCM,E,1,R,F,C,C,V,V,4000,M,N,FF,S,2
C10,9,16.10.19,07:22:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,M,S,5
C10,9,20.10.19,16:25:00,ATH,ED,1,M,M,C,C,V,M,NA,P,J,FO,S,1
C10,9,20.10.19,16:25:00,ATH,E,1,M,M,C,C,V,V,5000,P,J,FO,S,1
C6,9,30.09.19,07:44:00,CBL,E,1,R,F,C,C,V,V,5000,F,N,FO,S,4
C6,9,30.09.19,07:44:00,CBL,E,1,M,F,C,C,V,M,NA,F,N,FO,S,4
C6,9,30.09.19,07:44:00,NAN,E,1,M,M,C,C,V,V,7000,F,N,FO,S,4
C6,9,01.10.19,16:25:00,CDJ,G,4,M,NA,C,C,V,M,NA,P,J,FO,N,NA
C6,9,01.10.19,16:25:00,CDJ,T,1,M,NA,C,C,V,M,NA,P,J,FO,N,NA
C6,9,02.10.19,07:39:00,CPE,E,1,R,F,C,C,V,V,15000,P,J,FO,N,8
