village,session,date,matin/soir,heure debut,heure fin,ME,MPE,MV,M,temps
E10,9,07.10.19,S,15:48:00,17:04:00,32,19,19,70,S
E10,9,08.10.19,M,07:18:00,08:27:00,36,15,19,70,S
E10,9,08.10.19,S,15:49:00,17:04:00,42,11,17,70,S
E10,9,09.10.19,M,07:18:00,08:37:00,41,9,20,70,N
E10,9,09.10.19,S,15:48:00,17:14:00,42,9,19,70,S
E10,9,10.10.19,M,07:18:00,08:37:00,37,15,18,70,S
E10,9,10.10.19,S,15:48:00,17:03:00,40,10,20,70,S
E10,9,12.10.19,M,07:18:00,08:44:00,40,11,19,70,S
E10,9,12.10.19,S,15:49:00,17:20:00,43,9,18,70,S
E10,9,14.10.19,M,07:19:00,08:52:00,40,12,18,70,S
E10,9,14.10.19,S,15:48:00,17:02:00,40,19,11,70,GP
E10,9,15.10.19,M,07:18:00,08:52:00,33,19,18,70,N
E10,9,15.10.19,S,15:49:00,17:03:00,41,13,16,70,S
E10,9,16.10.19,M,07:18:00,09:00:00,41,12,17,70,S
E10,9,16.10.19,S,15:48:00,17:11:00,41,10,19,70,S
E10,9,17.10.19,M,07:19:00,08:35:00,40,16,14,70,N
E10,9,17.10.19,S,15:48:00,17:05:00,39,14,17,70,S
E10,9,20.10.19,M,07:19:00,08:27:00,34,17,19,70,N
E10,9,20.10.19,S,15:49:00,17:07:00,38,13,19,70,S
C1,9,30.09.19,M,07:19:00,09:16:00,54,10,15,79,PP
C1,9,30.09.19,S,15:50:00,17:29:00,58,2,19,79,S
C1,9,01.10.19,M,07:23:00,08:50:00,47,13,19,79,N
C1,9,02.10.19,M,07:20:00,08:54:00,47,12,20,79,N
C1,9,02.10.19,S,15:51:00,17:23:00,55,5,19,79,S
C1,9,05.10.19,M,07:20:00,08:55:00,50,9,20,79,N
C1,9,05.10.19,S,15:49:00,17:16:00,48,13,18,79,S
C1,9,06.10.19,M,07:23:00,08:56:00,51,8,20,79,GP
C1,9,06.10.19,S,15:53:00,17:15:00,55,3,21,79,PP
C1,9,07.10.19,M,07:21:00,08:43:00,52,7,20,79,GP
C1,9,07.10.19,S,15:51:00,17:25:00,58,1,20,79,S
C1,9,08.10.19,M,07:20:00,08:43:00,58,2,19,79,N
C1,9,08.10.19,S,15:51:00,17:18:00,54,6,19,79,S
C1,9,09.10.19,M,07:20:00,08:53:00,46,10,23,79,N
C1,9,09.10.19,S,15:48:00,17:17:00,49,9,21,79,GP
C1,9,10.10.19,M,07:20:00,08:38:00,47,7,25,79,N
C1,9,10.10.19,S,15:50:00,16:58:00,55,3,21,79,S
C1,9,12.10.19,M,07:20:00,08:58:00,51,11,17,79,N
C1,9,12.10.19,S,15:53:00,17:21:00,55,7,17,79,S
C1,9,14.10.19,M,07:21:00,08:52:00,52,10,17,79,PP
C1,9,14.10.19,S,15:49:00,17:27:00,59,3,17,79,GP
C1,9,15.10.19,M,07:20:00,08:26:00,50,8,21,79,GP
C1,9,16.10.19,M,07:22:00,09:08:00,47,13,19,79,N
C1,9,16.10.19,S,15:50:00,17:35:00,55,7,17,79,S
C1,9,17.10.19,M,07:21:00,08:46:00,49,11,19,79,N
C1,9,17.10.19,S,15:50:00,17:22:00,53,9,17,79,S
C1,9,20.10.19,M,07:21:00,09:05:00,51,8,20,79,N
C1,9,20.10.19,S,15:50:00,17:20:00,52,10,17,79,S
E3,9,30.09.19,M,07:20:00,08:40:00,29,36,7,72,GP
E3,9,30.09.19,S,15:49:00,17:09:00,43,15,14,72,S
E3,9,01.10.19,M,07:19:00,08:20:00,39,16,17,72,S
E3,9,01.10.19,S,15:50:00,16:51:00,50,13,9,72,S
E3,9,02.10.19,M,07:19:00,08:30:00,47,16,9,72,S
E3,9,02.10.19,S,15:49:00,16:54:00,51,14,7,72,PP
E3,9,05.10.19,M,07:19:00,08:23:00,36,19,17,72,S
E3,9,05.10.19,S,15:50:00,17:05:00,41,15,16,72,S
E3,9,06.10.19,M,07:20:00,08:20:00,47,13,12,72,PP
E3,9,06.10.19,S,15:49:00,16:55:00,50,10,12,72,N
E3,9,07.10.19,M,07:21:00,08:25:00,26,34,12,72,GP
E3,9,07.10.19,S,15:50:00,17:00:00,44,13,15,72,N
E3,9,08.10.19,M,07:19:00,08:25:00,48,10,14,72,S
E3,9,08.10.19,S,15:49:00,16:54:00,53,11,8,72,S
E3,9,09.10.19,M,07:20:00,08:23:00,50,9,13,72,PP
E3,9,09.10.19,S,15:49:00,16:55:00,46,12,14,72,S
E3,9,12.10.19,M,07:19:00,08:29:00,54,7,11,72,S
E3,9,12.10.19,S,15:49:00,16:56:00,48,13,11,72,S
E3,9,14.10.19,M,07:19:00,08:38:00,39,18,15,72,GP
E3,9,14.10.19,S,15:50:00,16:53:00,33,20,19,72,PP
E3,9,15.10.19,M,07:19:00,08:23:00,40,13,19,72,N
E3,9,15.10.19,S,15:50:00,16:50:00,35,20,17,72,GP
E3,9,16.10.19,M,07:20:00,08:30:00,52,9,11,72,S
E3,9,16.10.19,S,15:52:00,16:57:00,54,7,11,72,S
E3,9,17.10.19,M,07:20:00,08:23:00,43,16,13,72,N
E3,9,17.10.19,S,15:50:00,16:54:00,45,14,13,72,N
E3,9,20.10.19,M,07:20:00,08:30:00,54,7,11,72,S
E3,9,20.10.19,S,15:50:00,17:02:00,56,6,10,72,N
C2,9,30.09.19,M,07:20:00,08:48:00,65,12,12,89,PP
C2,9,30.09.19,S,15:51:00,17:16:00,68,9,12,89,S
C2,9,01.10.19,M,07:20:00,08:41:00,65,12,12,89,N
C2,9,01.10.19,S,15:50:00,17:13:00,71,6,12,89,GP
C2,9,02.10.19,M,07:20:00,08:45:00,64,13,12,89,PP
C2,9,02.10.19,S,15:50:00,17:18:00,66,11,12,89,GP
C2,9,05.10.19,M,07:20:00,08:46:00,61,16,12,89,S
C2,9,05.10.19,S,15:50:00,17:08:00,63,14,12,89,S
C2,9,06.10.19,M,07:20:00,08:39:00,67,10,12,89,S
C2,9,06.10.19,S,15:51:00,17:16:00,68,9,12,89,S
C2,9,07.10.19,M,07:20:00,08:48:00,61,16,12,89,GP
C2,9,07.10.19,S,15:50:00,17:09:00,68,9,12,89,S
C2,9,08.10.19,M,07:21:00,08:41:00,58,19,12,89,N
C2,9,08.10.19,S,15:21:00,17:10:00,65,12,12,89,S
C2,9,09.10.19,M,07:20:00,08:49:00,56,21,12,89,N
C2,9,09.10.19,S,15:50:00,17:14:00,62,15,12,89,GP
C2,9,10.10.19,M,07:20:00,08:37:00,65,12,12,89,N
C2,9,10.10.19,S,15:50:00,17:10:00,70,7,12,89,GP
C2,9,12.10.19,M,07:20:00,08:36:00,62,15,12,89,N
C2,9,14.10.19,M,07:21:00,08:40:00,63,15,11,89,N
C2,9,14.10.19,S,15:50:00,17:17:00,67,11,11,89,GP
C2,9,15.10.19,M,07:20:00,08:38:00,66,12,11,89,PP
C2,9,15.10.19,S,15:50:00,17:20:00,68,10,11,89,GP
C2,9,16.10.19,M,07:20:00,08:39:00,62,16,11,89,N
C2,9,16.10.19,S,15:50:00,17:14:00,68,10,11,89,S
C2,9,17.10.19,M,07:20:00,08:38:00,61,17,11,89,N
C2,9,17.10.19,S,15:50:00,17:10:00,65,14,10,89,S
C2,9,20.10.19,M,07:20:00,08:48:00,68,11,10,89,PP
C2,9,20.10.19,S,15:50:00,17:06:00,69,10,10,89,S
C8,9,30.09.19,M,07:23:00,09:25:00,34,15,24,73,N
C8,9,30.09.19,S,15:53:00,18:04:00,29,20,24,73,PP
C8,9,01.10.19,M,NA,09:07:00,38,11,24,73,N
C8,9,01.10.19,S,15:53:00,18:04:00,27,26,20,73,N
C8,9,02.10.19,M,07:24:00,09:36:00,40,13,20,73,N
C8,9,02.10.19,S,15:55:00,NA,44,6,23,73,GP
C8,9,05.10.19,M,07:20:00,09:24:00,39,12,23,74,PP
C8,9,05.10.19,S,15:51:00,17:01:00,25,28,20,73,N
C8,9,06.10.19,M,07:22:00,08:44:00,35,14,24,73,N
C8,9,06.10.19,S,15:51:00,16:44:00,42,11,20,73,S
C8,9,10.10.19,M,07:23:00,09:50:00,37,13,23,73,N
C8,9,10.10.19,S,15:52:00,NA,28,22,23,73,S
C8,9,14.10.19,M,07:21:00,09:10:00,43,12,18,73,S
C8,9,14.10.19,S,15:50:00,17:27:00,37,16,20,73,N
C8,9,15.10.19,M,07:20:00,09:47:00,26,27,20,73,PP
C8,9,15.10.19,S,15:54:00,17:37:00,39,15,19,73,N
C8,9,16.10.19,M,07:22:00,08:37:00,45,8,21,74,GP
C8,9,16.10.19,S,15:55:00,17:44:00,32,14,18,64,N
C8,9,17.10.19,M,NA,09:19:00,34,12,19,65,GP
C8,9,17.10.19,S,15:51:00,16:51:00,27,26,20,73,GP
C8,9,20.10.19,M,07:22:00,09:02:00,40,13,20,73,PP
C8,9,20.10.19,S,NA,17:15:00,30,21,22,73,PP
E9,9,30.09.19,M,07:19:00,08:29:00,22,2,6,30,N
E9,9,30.09.19,S,15:49:00,16:42:00,22,2,6,30,S
E9,9,01.10.19,M,07:19:00,08:17:00,21,3,6,30,N
E9,9,01.10.19,S,15:50:00,16:45:00,23,2,5,30,S
E9,9,02.10.19,M,07:19:00,08:30:00,23,2,5,30,N
E9,9,02.10.19,S,15:49:00,16:56:00,22,2,6,30,S
E9,9,05.10.19,M,07:20:00,08:52:00,23,2,5,30,S
E9,9,05.10.19,S,15:50:00,16:53:00,21,3,6,30,S
E9,9,06.10.19,M,07:20:00,08:30:00,22,2,6,30,N
E9,9,06.10.19,S,15:49:00,17:56:00,23,1,6,30,S
E9,9,07.10.19,M,07:20:00,08:32:00,21,4,5,30,N
E9,9,07.10.19,S,15:50:00,16:44:00,23,2,5,30,S
E9,9,08.10.19,M,07:19:00,08:22:00,25,2,3,30,S
E9,9,08.10.19,S,15:50:00,16:48:00,26,3,1,30,S
E9,9,09.10.19,M,07:19:00,08:12:00,24,2,4,30,PP
E9,9,09.10.19,S,15:50:00,16:46:00,24,1,5,30,PP
E9,9,10.10.19,M,07:19:00,08:20:00,22,3,5,30,S
E9,9,10.10.19,S,15:50:00,16:35:00,22,3,5,30,S
E9,9,14.10.19,M,07:20:00,08:13:00,25,0,5,30,GP
E9,9,14.10.19,S,15:50:00,16:32:00,25,0,5,30,PP
E9,9,15.10.19,M,07:20:00,08:17:00,24,1,5,30,PP
E9,9,15.10.19,S,15:50:00,16:43:00,23,2,5,30,N
E9,9,16.10.19,M,07:19:00,08:23:00,18,7,5,30,S
E9,9,16.10.19,S,15:51:00,16:53:00,22,3,5,30,S
E9,9,17.10.19,M,07:19:00,08:20:00,19,6,5,30,S
E9,9,17.10.19,S,15:49:00,16:46:00,24,2,4,30,S
E9,9,20.10.19,M,07:50:00,08:58:00,24,0,6,30,PP
C3,9,30.09.19,M,07:18:00,08:23:00,19,13,30,62,N
C3,9,30.09.19,S,15:48:00,16:45:00,22,10,30,62,S
C3,9,01.10.19,M,07:18:00,08:18:00,18,15,29,62,S
C3,9,01.10.19,S,15:48:00,16:48:00,26,7,29,62,S
C3,9,02.10.19,M,07:18:00,08:18:00,25,8,29,62,N
C3,9,02.10.19,S,15:48:00,16:38:00,26,6,30,62,S
C3,9,06.10.19,M,07:18:00,08:21:00,18,13,31,62,S
C3,9,06.10.19,S,15:48:00,16:43:00,29,4,29,62,S
C3,9,07.10.19,M,07:18:00,08:18:00,18,16,28,62,PP
C3,9,07.10.19,S,15:48:00,16:43:00,22,10,30,62,S
C3,9,08.10.19,M,07:18:00,08:14:00,12,20,30,62,S
C3,9,08.10.19,S,15:48:00,16:39:00,23,11,28,62,S
C3,9,09.10.19,M,07:18:00,08:11:00,21,11,30,62,PP
C3,9,09.10.19,S,15:48:00,16:43:00,22,9,31,62,GP
C3,9,10.10.19,M,07:18:00,08:10:00,19,13,30,62,S
C3,9,10.10.19,S,15:48:00,16:45:00,29,6,27,62,S
C3,9,12.10.19,M,07:18:00,08:14:00,14,15,33,62,S
C3,9,12.10.19,S,15:48:00,16:46:00,23,7,32,62,S
C3,9,14.10.19,M,07:18:00,08:16:00,17,14,31,62,PP
C3,9,14.10.19,S,15:48:00,16:40:00,20,7,35,62,PP
C3,9,15.10.19,M,07:18:00,08:16:00,15,12,35,62,N
C3,9,15.10.19,S,15:48:00,16:40:00,22,7,33,62,PP
C3,9,16.10.19,M,07:18:00,08:07:00,18,11,33,62,S
C3,9,16.10.19,S,15:48:00,16:40:00,22,8,32,62,S
C3,9,17.10.19,M,07:18:00,08:09:00,19,10,33,62,S
C3,9,17.10.19,S,15:48:00,16:36:00,20,10,32,62,S
C3,9,20.10.19,M,07:18:00,08:21:00,20,10,32,62,PP
C3,9,20.10.19,S,15:48:00,16:50:00,29,3,30,62,S
C9,9,30.09.19,M,07:18:00,07:39:00,6,4,2,12,N
C9,9,30.09.19,S,15:48:00,16:08:00,7,3,2,12,S
C9,9,01.10.19,M,07:18:00,07:30:00,5,5,2,12,S
C9,9,01.10.19,S,15:48:00,16:08:00,7,3,2,12,S
C9,9,02.10.19,M,07:18:00,07:34:00,5,5,2,12,S
C9,9,02.10.19,S,15:48:00,16:06:00,8,2,2,12,S
C9,9,05.10.19,M,07:18:00,07:36:00,7,3,2,12,S
C9,9,05.10.19,S,15:48:00,16:10:00,8,3,2,13,S
C9,9,06.10.19,M,07:18:00,07:36:00,7,3,2,12,GP
C9,9,06.10.19,S,15:48:00,16:08:00,8,2,2,12,S
C9,9,07.10.19,M,07:19:00,07:35:00,7,3,2,12,PP
C9,9,07.10.19,S,15:48:00,16:06:00,6,4,2,12,N
C9,9,08.10.19,M,07:18:00,07:36:00,6,4,2,12,S
C9,9,08.10.19,S,15:48:00,16:10:00,6,4,2,12,S
C9,9,09.10.19,M,07:18:00,07:36:00,4,6,2,12,GP
C9,9,09.10.19,S,15:49:00,16:06:00,7,3,2,12,PP
C9,9,10.10.19,M,07:18:00,07:36:00,8,2,2,12,S
C9,9,10.10.19,S,15:48:00,16:06:00,7,3,2,12,S
C9,9,12.10.19,M,07:19:00,07:36:00,3,7,2,12,S
C9,9,12.10.19,S,15:48:00,16:06:00,4,6,2,12,S
C9,9,14.10.19,M,07:18:00,07:33:00,4,6,2,12,GP
C9,9,14.10.19,S,15:48:00,16:05:00,8,2,2,12,GP
C9,9,15.10.19,M,07:18:00,07:33:00,8,2,2,12,N
C9,9,15.10.19,S,15:49:00,16:06:00,6,4,2,12,S
C9,9,16.10.19,M,07:18:00,07:35:00,8,2,2,12,S
C9,9,16.10.19,S,15:48:00,16:09:00,7,3,2,12,S
C9,9,17.10.19,M,07:18:00,07:33:00,7,3,2,12,S
C9,9,17.10.19,S,15:48:00,16:04:00,8,2,2,12,PP
C9,9,20.10.19,M,07:18:00,07:36:00,6,4,2,12,N
C9,9,20.10.19,S,15:48:00,16:05:00,7,3,2,12,S
E4,9,30.09.19,M,06:48:00,08:09:00,59,11,1,71,N
E4,9,30.09.19,S,15:46:00,16:50:00,58,11,2,71,S
E4,9,01.10.19,M,07:12:00,08:27:00,59,11,1,71,N
E4,9,01.10.19,S,15:35:00,16:59:00,60,10,1,71,S
E4,9,02.10.19,M,07:18:00,08:30:00,61,5,5,71,N
E4,9,02.10.19,S,15:48:00,17:02:00,60,10,1,71,N
E4,9,05.10.19,M,07:00:00,08:20:00,58,11,2,71,N
E4,9,05.10.19,S,15:40:00,16:10:00,60,1,10,71,N
E4,9,06.10.19,M,07:18:00,09:00:00,60,10,1,71,N
E4,9,06.10.19,S,15:48:00,17:01:00,58,2,11,71,S
E4,9,07.10.19,M,07:10:00,08:18:00,59,11,1,71,N
E4,9,07.10.19,S,15:51:00,17:08:00,60,10,1,71,S
E4,9,08.10.19,M,07:20:00,09:00:00,59,1,11,71,N
E4,9,08.10.19,S,15:48:00,16:50:00,60,10,1,71,N
E4,9,09.10.19,M,07:18:00,08:50:00,59,1,11,71,S
E4,9,09.10.19,S,15:48:00,16:20:00,40,20,11,71,S
E4,9,10.10.19,M,07:22:00,08:44:00,68,2,1,71,N
E4,9,10.10.19,S,15:40:00,16:50:00,30,11,30,71,N
E4,9,12.10.19,M,07:24:00,08:34:00,58,11,2,71,N
E4,9,12.10.19,S,15:52:00,17:04:00,40,20,11,71,N
E4,9,14.10.19,M,07:01:00,08:10:00,60,10,11,81,N
E4,9,14.10.19,S,15:40:00,16:10:00,60,10,11,81,N
E4,9,15.10.19,M,07:20:00,08:33:00,60,11,10,81,S
E4,9,15.10.19,S,15:50:00,17:02:00,68,2,11,81,N
E4,9,16.10.19,M,07:18:00,08:18:00,68,2,11,81,N
E4,9,16.10.19,S,15:49:00,17:00:00,61,9,1,71,N
E4,9,20.10.19,M,07:19:00,08:36:00,60,10,11,81,N
E4,9,20.10.19,S,15:48:00,16:50:00,60,10,11,81,N
C7,9,30.09.19,M,07:20:00,08:04:00,9,2,7,18,PP
C7,9,30.09.19,S,15:48:00,16:25:00,10,1,7,18,S
C7,9,01.10.19,M,07:19:00,07:56:00,8,2,8,18,N
C7,9,01.10.19,S,15:48:00,16:27:00,9,1,8,18,S
C7,9,02.10.19,M,07:19:00,07:51:00,8,2,8,18,N
C7,9,02.10.19,S,15:49:00,16:30:00,8,2,8,18,S
C7,9,05.10.19,M,07:18:00,07:57:00,6,5,7,18,N
C7,9,05.10.19,S,15:48:00,16:21:00,7,4,7,18,S
C7,9,06.10.19,M,07:18:00,07:58:00,8,4,6,18,PP
C7,9,06.10.19,S,15:50:00,16:19:00,8,4,6,18,S
C7,9,07.10.19,M,07:19:00,07:57:00,7,5,6,18,PP
C7,9,07.10.19,S,15:48:00,16:24:00,9,2,7,18,N
C7,9,08.10.19,M,07:19:00,08:03:00,7,4,7,18,N
C7,9,08.10.19,S,15:49:00,16:24:00,8,2,8,18,S
C7,9,09.10.19,M,07:19:00,08:03:00,8,2,8,18,GP
C7,9,09.10.19,S,15:48:00,16:21:00,9,1,8,18,N
C7,9,10.10.19,M,07:18:00,07:55:00,9,1,8,18,N
C7,9,10.10.19,S,15:48:00,16:25:00,10,0,8,18,N
C7,9,12.10.19,M,07:18:00,07:59:00,10,0,8,18,N
C7,9,12.10.19,S,15:49:00,16:24:00,8,2,8,18,S
C7,9,14.10.19,M,07:20:00,07:56:00,7,3,8,18,PP
C7,9,14.10.19,S,15:49:00,16:28:00,10,1,7,18,GP
C7,9,15.10.19,M,07:19:00,07:57:00,8,3,7,18,N
C7,9,15.10.19,S,15:50:00,16:27:00,9,2,7,18,N
C7,9,16.10.19,M,07:20:00,08:01:00,9,2,7,18,N
C7,9,16.10.19,S,15:48:00,16:28:00,8,3,7,18,S
C7,9,17.10.19,M,07:20:00,08:05:00,9,2,7,18,N
C7,9,17.10.19,S,15:48:00,16:22:00,10,1,7,18,N
C7,9,20.10.19,M,07:19:00,08:03:00,10,0,8,18,PP
C7,9,20.10.19,S,15:49:00,16:22:00,8,3,7,18,N
E2,9,30.09.19,M,07:20:00,08:28:00,22,8,13,43,N
E2,9,30.09.19,S,15:49:00,16:58:00,23,7,13,43,S
E2,9,01.10.19,M,07:20:00,08:27:00,21,8,14,43,N
E2,9,01.10.19,S,15:50:00,17:03:00,23,4,16,43,S
E2,9,02.10.19,M,07:21:00,08:30:00,22,7,14,43,N
E2,9,02.10.19,S,15:50:00,16:55:00,25,5,13,43,S
E2,9,05.10.19,M,07:20:00,08:31:00,23,5,15,43,N
E2,9,05.10.19,S,15:50:00,17:01:00,24,6,13,43,S
E2,9,06.10.19,M,07:21:00,08:34:00,25,5,13,43,N
E2,9,06.10.19,S,15:51:00,16:59:00,22,3,18,43,S
E2,9,07.10.19,M,07:23:00,08:34:00,18,7,18,43,PP
E2,9,07.10.19,S,15:51:00,17:00:00,22,4,17,43,N
E2,9,08.10.19,M,07:20:00,08:50:00,18,9,16,43,N
E2,9,08.10.19,S,15:50:00,16:55:00,22,6,15,43,S
E2,9,09.10.19,M,07:20:00,08:31:00,25,2,16,43,PP
E2,9,09.10.19,S,15:50:00,16:54:00,26,2,15,43,PP
E2,9,10.10.19,M,07:20:00,08:36:00,22,6,15,43,N
E2,9,10.10.19,S,15:50:00,17:02:00,23,5,15,43,S
E2,9,12.10.19,M,07:20:00,08:27:00,24,6,13,43,N
E2,9,12.10.19,S,15:50:00,16:54:00,23,6,14,43,S
E2,9,14.10.19,M,07:20:00,08:29:00,19,6,18,43,PP
E2,9,14.10.19,S,15:50:00,16:53:00,25,0,18,43,PP
E2,9,15.10.19,M,07:20:00,08:22:00,22,3,18,43,N
E2,9,15.10.19,S,15:50:00,16:55:00,23,4,16,43,S
E2,9,16.10.19,M,07:20:00,08:23:00,23,5,15,43,S
E2,9,16.10.19,S,15:50:00,16:57:00,26,3,14,43,S
E2,9,17.10.19,M,07:20:00,08:27:00,21,9,13,43,N
E2,9,17.10.19,S,15:49:00,16:57:00,22,8,13,43,S
E2,9,20.10.19,M,07:20:00,08:28:00,19,5,19,43,N
E2,9,20.10.19,S,15:49:00,16:51:00,20,3,20,43,S
C4,9,30.09.19,M,07:18:00,08:58:00,28,3,6,37,S
C4,9,30.09.19,S,15:48:00,17:15:00,20,8,9,37,S
C4,9,01.10.19,M,07:20:00,08:30:00,21,11,5,37,S
C4,9,01.10.19,S,15:49:00,16:51:00,24,8,5,37,S
C4,9,02.10.19,M,07:19:00,08:38:00,20,10,7,37,S
C4,9,02.10.19,S,15:51:00,17:19:00,25,5,7,37,S
C4,9,05.10.19,M,07:19:00,08:33:00,13,18,6,37,S
C4,9,05.10.19,S,15:48:00,17:04:00,22,11,4,37,S
C4,9,06.10.19,M,07:19:00,08:47:00,20,10,7,37,S
C4,9,06.10.19,S,15:48:00,16:55:00,18,11,8,37,S
C4,9,07.10.19,M,07:21:00,09:03:00,24,6,7,37,PP
C4,9,07.10.19,S,15:52:00,17:00:00,21,10,6,37,S
C4,9,08.10.19,M,07:20:00,08:31:00,24,8,5,37,S
C4,9,08.10.19,S,15:48:00,17:08:00,21,10,6,37,S
C4,9,09.10.19,M,07:19:00,09:15:00,23,12,2,37,S
C4,9,09.10.19,S,15:48:00,17:08:00,22,10,5,37,PP
C4,9,10.10.19,M,07:19:00,08:59:00,18,13,6,37,S
C4,9,10.10.19,S,15:46:00,17:07:00,19,12,6,37,PP
C4,9,12.10.19,M,07:19:00,09:01:00,24,7,6,37,N
C4,9,12.10.19,S,15:51:00,16:59:00,22,12,3,37,S
C4,9,14.10.19,M,07:19:00,09:00:00,18,13,6,37,PP
C4,9,14.10.19,S,15:51:00,17:25:00,24,7,6,37,PP
C4,9,15.10.19,M,07:20:00,08:45:00,20,12,5,37,S
C4,9,15.10.19,S,15:49:00,17:10:00,18,12,7,37,PP
C4,9,16.10.19,M,07:18:00,08:42:00,24,6,7,37,NA
C4,9,16.10.19,S,15:48:00,17:18:00,25,10,2,37,S
C4,9,17.10.19,M,07:19:00,09:01:00,20,12,5,37,S
C4,9,17.10.19,S,15:50:00,17:05:00,24,11,2,37,S
C4,9,20.10.19,M,07:21:00,09:20:00,24,10,3,37,S
C4,9,20.10.19,S,15:48:00,18:05:00,18,12,7,37,S
E1,9,30.09.19,M,07:21:00,08:35:00,15,12,23,50,PP
E1,9,30.09.19,S,15:50:00,16:52:00,15,13,22,50,S
E1,9,01.10.19,M,07:16:00,08:26:00,14,13,23,50,S
E1,9,01.10.19,S,15:46:00,16:57:00,13,12,25,50,S
E1,9,02.10.19,M,07:16:00,08:14:00,15,13,22,50,S
E1,9,02.10.19,S,15:59:00,16:46:00,13,15,22,50,S
E1,9,05.10.19,M,07:16:00,08:30:00,15,16,19,50,S
E1,9,05.10.19,S,15:50:00,16:53:00,18,12,20,50,S
E1,9,06.10.19,M,07:24:00,08:34:00,16,12,22,50,S
E1,9,06.10.19,S,15:48:00,16:50:00,21,10,19,50,S
E1,9,08.10.19,M,07:30:00,08:28:00,14,12,24,50,S
E1,9,08.10.19,S,15:47:00,16:56:00,15,15,20,50,S
E1,9,09.10.19,M,07:22:00,08:29:00,13,16,21,50,N
E1,9,09.10.19,S,15:48:00,16:55:00,19,10,21,50,GP
E1,9,10.10.19,M,07:24:00,08:41:00,16,14,20,50,S
E1,9,10.10.19,S,15:48:00,16:53:00,13,12,25,50,PP
E1,9,14.10.19,M,07:17:00,08:13:00,12,14,24,50,GP
E1,9,14.10.19,S,15:50:00,16:51:00,10,14,26,50,PP
E1,9,15.10.19,M,07:17:00,08:35:00,15,12,23,50,S
E1,9,15.10.19,S,15:51:00,16:50:00,10,17,23,50,PP
E1,9,16.10.19,M,07:19:00,08:23:00,8,21,21,50,S
E1,9,16.10.19,S,15:48:00,16:55:00,12,17,21,50,S
E1,9,17.10.19,M,07:20:00,08:27:00,10,17,23,50,S
E1,9,17.10.19,S,15:51:00,16:46:00,14,16,20,50,S
E1,9,20.10.19,M,07:25:00,08:33:00,12,18,20,50,N
