village,session,date,matin/soir,heure debut,heure fin,ME,MPE,MV,M,temps
E1,9,20.10.19,S,15:48:00,17:20:00,15,11,24,50,S
E8,9,30.09.19,M,07:24:00,08:04:00,13,2,7,22,S
E8,9,30.09.19,S,15:55:00,16:28:00,12,1,9,22,S
E8,9,01.10.19,M,07:22:00,07:55:00,11,3,8,22,S
E8,9,01.10.19,S,15:49:00,16:23:00,9,5,8,22,PP
E8,9,02.10.19,M,07:21:00,07:48:00,9,3,10,22,S
E8,9,02.10.19,S,15:49:00,16:14:00,8,4,10,22,S
E8,9,05.10.19,M,07:21:00,07:50:00,10,4,8,22,N
E8,9,05.10.19,S,15:51:00,16:17:00,10,4,8,22,S
E8,9,06.10.19,M,07:19:00,07:48:00,9,4,9,22,S
E8,9,06.10.19,S,15:49:00,16:15:00,10,4,8,22,S
E8,9,07.10.19,M,07:21:00,07:54:00,12,2,8,22,PP
E8,9,07.10.19,S,15:49:00,16:15:00,10,3,9,22,S
E8,9,08.10.19,M,07:19:00,07:46:00,11,3,8,22,S
E8,9,08.10.19,S,15:51:00,16:20:00,10,5,7,22,S
E8,9,09.10.19,M,07:40:00,08:03:00,12,3,7,22,PP
E8,9,09.10.19,S,15:49:00,16:21:00,11,5,6,22,GP
E8,9,10.10.19,M,07:19:00,07:53:00,12,2,8,22,S
E8,9,10.10.19,S,15:20:00,16:00:00,10,5,7,22,S
E8,9,12.10.19,M,07:22:00,07:47:00,12,2,8,22,S
E8,9,12.10.19,S,15:59:00,16:42:00,11,5,6,22,S
E8,9,14.10.19,M,07:21:00,07:45:00,9,5,8,22,GP
E8,9,14.10.19,S,15:49:00,16:17:00,10,2,10,22,PP
E8,9,15.10.19,M,07:19:00,07:45:00,13,2,7,22,S
E8,9,15.10.19,S,15:49:00,16:17:00,11,3,8,22,S
E8,9,16.10.19,M,07:21:00,07:48:00,9,3,10,22,S
E8,9,16.10.19,S,15:51:00,16:20:00,9,4,9,22,S
E8,9,17.10.19,M,07:22:00,07:52:00,10,2,10,22,S
E8,9,17.10.19,S,15:48:00,16:19:00,10,5,7,22,S
E8,9,20.10.19,M,07:23:00,08:03:00,11,4,7,22,N
E8,9,20.10.19,S,15:49:00,16:14:00,9,5,8,22,S
C5,9,30.09.19,M,07:20:00,08:04:00,16,2,8,26,N
C5,9,30.09.19,S,15:50:00,16:24:00,16,3,7,26,S
C5,9,01.10.19,M,07:20:00,08:10:00,17,2,7,26,N
C5,9,01.10.19,S,15:50:00,16:23:00,19,0,7,26,S
C5,9,02.10.19,M,07:20:00,08:00:00,19,1,6,26,N
C5,9,02.10.19,S,15:50:00,16:30:00,14,5,7,26,S
C5,9,05.10.19,M,07:20:00,07:54:00,16,2,8,26,N
C5,9,05.10.19,S,15:52:00,16:25:00,17,2,7,26,S
C5,9,06.10.19,M,07:20:00,07:54:00,17,5,8,30,S
C5,9,06.10.19,S,15:50:00,16:21:00,13,7,6,26,S
C5,9,07.10.19,M,07:20:00,07:50:00,14,4,8,26,PP
C5,9,07.10.19,S,15:50:00,16:17:00,12,9,5,26,S
C5,9,08.10.19,M,07:20:00,08:13:00,13,6,7,26,N
C5,9,08.10.19,S,15:50:00,16:18:00,17,2,7,26,S
C5,9,09.10.19,M,07:20:00,07:52:00,17,2,7,26,N
C5,9,09.10.19,S,15:51:00,16:50:00,16,3,7,26,PP
C5,9,10.10.19,M,07:20:00,07:57:00,17,2,7,26,N
C5,9,10.10.19,S,15:50:00,16:30:00,16,2,8,26,S
C5,9,12.10.19,M,07:20:00,07:53:00,18,1,7,26,S
C5,9,12.10.19,S,15:50:00,16:23:00,16,2,8,26,S
C5,9,14.10.19,M,07:20:00,08:01:00,16,1,9,26,PP
C5,9,14.10.19,S,15:50:00,16:23:00,16,1,9,26,N
C5,9,15.10.19,M,07:20:00,07:57:00,17,2,7,26,N
C5,9,15.10.19,S,15:50:00,16:28:00,17,0,9,26,S
C5,9,16.10.19,M,07:21:00,07:48:00,17,2,7,26,NA
C5,9,16.10.19,S,15:50:00,16:22:00,19,0,7,26,S
C5,9,17.10.19,M,07:20:00,08:00:00,16,3,7,26,N
C5,9,17.10.19,S,15:50:00,16:26:00,16,3,7,26,S
C5,9,20.10.19,M,07:20:00,07:51:00,14,4,8,26,N
C5,9,20.10.19,S,15:50:00,16:28:00,16,2,8,26,S
C10,9,30.09.19,M,07:19:00,08:00:00,8,0,9,17,N
C10,9,30.09.19,S,15:50:00,16:30:00,7,2,8,17,S
C10,9,01.10.19,M,07:21:00,08:02:00,8,0,9,17,N
C10,9,01.10.19,S,15:49:00,16:34:00,8,1,8,17,S
C10,9,02.10.19,M,07:20:00,08:05:00,8,0,9,17,N
C10,9,02.10.19,S,15:51:00,16:28:00,6,2,9,17,S
C10,9,05.10.19,M,07:19:00,08:02:00,7,1,9,17,N
C10,9,05.10.19,S,15:50:00,16:26:00,5,3,9,17,S
C10,9,06.10.19,M,07:20:00,07:59:00,8,0,9,17,S
C10,9,06.10.19,S,15:50:00,16:25:00,7,1,9,17,S
C10,9,07.10.19,M,07:21:00,08:00:00,5,3,9,17,GP
C10,9,07.10.19,S,15:50:00,16:26:00,8,0,9,17,S
C10,9,08.10.19,M,07:20:00,07:58:00,6,2,9,17,N
C10,9,08.10.19,S,15:50:00,16:22:00,8,1,8,17,S
C10,9,09.10.19,M,07:20:00,07:58:00,7,1,9,17,N
C10,9,09.10.19,S,15:53:00,16:27:00,8,0,9,17,GP
C10,9,10.10.19,M,07:20:00,08:06:00,6,2,9,17,N
C10,9,10.10.19,S,15:50:00,16:36:00,5,3,9,17,PP
C10,9,12.10.19,M,07:30:00,08:58:00,8,0,9,17,N
C10,9,12.10.19,S,15:52:00,16:24:00,7,1,9,17,N
C10,9,14.10.19,M,07:20:00,08:02:00,5,1,11,17,GP
C10,9,14.10.19,S,15:50:00,16:34:00,6,0,11,17,N
C10,9,15.10.19,M,07:20:00,08:01:00,5,1,11,17,PP
C10,9,15.10.19,S,15:49:00,16:38:00,6,0,11,17,GP
C10,9,16.10.19,M,07:19:00,07:56:00,4,2,11,17,N
C10,9,16.10.19,S,15:50:00,16:28:00,5,2,10,17,S
C10,9,17.10.19,M,07:20:00,07:52:00,6,1,10,17,N
C10,9,17.10.19,S,15:50:00,16:17:00,4,3,10,17,NA
C10,9,20.10.19,M,NA,NA,5,1,11,17,N
C10,9,20.10.19,S,16:00:00,16:37:00,6,0,11,17,S
E6,9,30.09.19,M,07:19:00,07:37:00,4,2,14,20,PP
E6,9,30.09.19,S,15:49:00,16:09:00,5,1,14,20,S
E6,9,01.10.19,M,07:19:00,07:44:00,5,1,14,20,N
E6,9,01.10.19,S,15:49:00,16:12:00,4,2,14,20,S
E6,9,02.10.19,M,07:19:00,07:43:00,5,2,13,20,N
E6,9,02.10.19,S,15:49:00,16:09:00,3,3,14,20,S
E6,9,05.10.19,M,07:19:00,07:43:00,6,1,13,20,N
E6,9,05.10.19,S,15:50:00,16:07:00,3,2,15,20,S
E6,9,06.10.19,S,15:49:00,16:09:00,5,1,14,20,S
E6,9,07.10.19,M,07:19:00,07:40:00,3,3,14,20,GP
E6,9,07.10.19,S,15:50:00,16:26:00,7,0,13,20,S
E6,9,08.10.19,M,07:19:00,07:37:00,3,1,16,20,N
E6,9,08.10.19,S,15:49:00,16:08:00,5,0,15,20,S
E6,9,09.10.19,M,07:19:00,07:39:00,3,2,15,20,N
E6,9,09.10.19,S,15:49:00,16:10:00,3,1,16,20,GP
E6,9,10.10.19,M,07:19:00,07:40:00,4,0,16,20,N
E6,9,10.10.19,S,15:49:00,16:06:00,6,0,14,20,PP
E6,9,12.10.19,M,07:20:00,07:45:00,4,1,15,20,S
E6,9,12.10.19,S,15:49:00,16:11:00,3,1,16,20,S
E6,9,14.10.19,M,07:20:00,07:45:00,4,1,15,20,GP
E6,9,14.10.19,S,15:50:00,16:07:00,5,0,15,20,PP
E6,9,15.10.19,M,07:19:00,07:38:00,5,0,15,20,N
E6,9,15.10.19,S,15:50:00,16:17:00,4,1,15,20,S
E6,9,16.10.19,M,07:19:00,07:44:00,3,3,14,20,N
E6,9,16.10.19,S,15:49:00,16:11:00,4,2,14,20,S
E6,9,17.10.19,M,07:19:00,07:42:00,4,1,15,20,N
E6,9,17.10.19,S,15:50:00,16:09:00,4,2,14,20,N
E6,9,20.10.19,M,07:20:00,07:46:00,3,1,16,20,N
E6,9,20.10.19,S,15:49:00,16:09:00,3,2,15,20,S
C6,9,30.09.19,M,07:22:00,08:04:00,17,3,11,31,N
C6,9,30.09.19,S,15:52:00,16:35:00,16,2,13,31,S
C6,9,01.10.19,M,07:21:00,08:03:00,18,0,13,31,N
C6,9,01.10.19,S,15:52:00,16:28:00,17,1,13,31,S
C6,9,02.10.19,M,07:21:00,08:02:00,16,2,13,31,N
C6,9,02.10.19,S,15:52:00,16:37:00,17,1,13,31,S
C6,9,05.10.19,M,07:22:00,08:06:00,20,0,11,31,N
C6,9,05.10.19,S,15:21:00,16:26:00,20,1,10,31,S
C6,9,06.10.19,M,07:21:00,07:51:00,21,0,10,31,S
C6,9,06.10.19,S,15:51:00,16:40:00,21,0,10,31,S
C6,9,07.10.19,M,07:23:00,08:02:00,18,3,10,31,PP
C6,9,07.10.19,S,15:51:00,16:28:00,17,4,10,31,S
C6,9,08.10.19,M,07:22:00,07:51:00,19,1,11,31,N
C6,9,08.10.19,S,15:53:00,16:29:00,18,2,11,31,S
C6,9,09.10.19,M,07:23:00,08:01:00,16,3,12,31,N
C6,9,09.10.19,S,15:53:00,16:27:00,19,0,12,31,GP
C6,9,10.10.19,M,07:22:00,07:56:00,20,0,11,31,N
C6,9,10.10.19,S,15:53:00,16:33:00,19,1,11,31,S
C6,9,12.10.19,M,07:21:00,07:51:00,20,0,11,31,N
C6,9,12.10.19,S,15:51:00,16:28:00,15,5,11,31,S
C6,9,14.10.19,M,07:21:00,07:52:00,20,0,11,31,PP
C6,9,14.10.19,S,15:51:00,16:30:00,19,1,11,31,GP
C6,9,15.10.19,M,07:22:00,08:02:00,19,1,11,31,N
C6,9,15.10.19,S,15:53:00,16:37:00,17,3,11,31,S
C6,9,16.10.19,M,07:21:00,07:56:00,18,2,11,31,N
C6,9,16.10.19,S,15:51:00,16:28:00,17,1,13,31,S
C6,9,17.10.19,M,07:21:00,08:00:00,17,1,13,31,N
C6,9,17.10.19,S,15:55:00,16:23:00,20,0,11,31,N
C6,9,20.10.19,M,07:21:00,08:14:00,18,2,11,31,PP
C6,9,20.10.19,S,15:51:00,16:23:00,16,4,11,31,S
E7,9,30.09.19,M,07:20:00,08:33:00,52,5,11,68,N
E7,9,30.09.19,S,15:50:00,17:04:00,54,3,11,68,S
E7,9,01.10.19,M,07:21:00,08:33:00,51,7,10,68,N
E7,9,01.10.19,S,15:51:00,17:00:00,49,9,10,68,S
E7,9,02.10.19,M,07:20:00,08:35:00,51,7,10,68,N
E7,9,02.10.19,S,15:50:00,17:00:00,51,7,10,68,S
E7,9,05.10.19,M,07:21:00,08:30:00,54,4,10,68,N
E7,9,06.10.19,M,07:20:00,08:43:00,55,2,10,67,N
E7,9,06.10.19,S,15:50:00,17:00:00,54,4,10,68,S
E7,9,07.10.19,M,07:21:00,08:30:00,55,2,10,67,GP
E7,9,07.10.19,S,15:51:00,17:00:00,39,20,9,68,S
E7,9,08.10.19,M,07:20:00,08:30:00,56,3,9,68,N
E7,9,08.10.19,S,15:50:00,17:00:00,57,2,9,68,S
E7,9,09.10.19,M,07:21:00,08:30:00,53,6,9,68,N
E7,9,09.10.19,S,15:51:00,17:04:00,54,4,10,68,S
E7,9,10.10.19,M,07:20:00,08:32:00,51,7,10,68,N
E7,9,10.10.19,S,15:50:00,17:00:00,54,5,9,68,S
E7,9,12.10.19,M,07:21:00,08:30:00,53,6,9,68,N
E7,9,12.10.19,S,15:50:00,17:00:00,57,2,9,68,S
E7,9,14.10.19,M,07:20:00,08:30:00,48,11,9,68,N
E7,9,14.10.19,S,15:50:00,17:00:00,54,5,9,68,GP
E7,9,15.10.19,M,07:21:00,08:30:00,52,7,9,68,N
E7,9,15.10.19,S,15:51:00,17:00:00,51,8,9,68,S
E7,9,16.10.19,M,07:20:00,08:30:00,53,6,9,68,N
E7,9,16.10.19,S,15:50:00,17:00:00,54,5,9,68,S
E7,9,17.10.19,M,07:21:00,08:31:00,52,7,9,68,N
E7,9,17.10.19,S,15:51:00,17:00:00,50,9,9,68,S
E7,9,20.10.19,M,07:20:00,08:33:00,54,5,9,68,N
E7,9,20.10.19,S,15:50:00,17:00:00,52,7,9,68,S
