village,session,date,matin/soir,heure debut,heure fin,ME,MPE,MV,M,temps
E6,6,26.07.19,S,15:49:00,16:06:00,4,1,15,20,N
E6,6,27.07.19,M,07:21:00,07:50:00,3,2,15,20,N
E6,6,27.07.19,S,15:50:00,16:07:00,2,2,16,20,S
C3,6,08.07.19,M,07:18:00,08:02:00,29,6,27,62,N
C3,6,08.07.19,S,15:49:00,17:00:00,34,1,27,62,S
C3,6,10.07.19,M,07:18:00,08:15:00,30,3,29,62,N
C3,6,10.07.19,S,15:48:00,16:50:00,30,4,28,62,PP
C3,6,11.07.19,M,07:18:00,08:14:00,28,6,28,62,S
C3,6,11.07.19,S,15:48:00,16:50:00,31,2,29,62,S
C3,6,13.07.19,M,07:18:00,08:27:00,27,7,28,62,N
C3,6,13.07.19,S,15:48:00,16:51:00,29,5,28,62,S
C3,6,14.07.19,M,07:18:00,08:13:00,25,8,29,62,PP
C3,6,14.07.19,S,07:18:00,08:20:00,28,6,28,62,S
C3,6,16.07.19,M,15:48:00,16:50:00,28,5,29,62,N
C3,6,17.07.19,M,07:18:00,08:17:00,25,8,29,62,N
C3,6,17.07.19,S,15:48:00,16:46:00,27,5,30,62,S
C3,6,19.07.19,M,07:18:00,08:14:00,26,7,29,62,N
C3,6,19.07.19,S,15:48:00,16:46:00,27,5,30,62,S
C3,6,20.07.19,M,07:18:00,08:14:00,26,6,30,62,S
C3,6,20.07.19,S,15:48:00,16:41:00,27,5,30,62,S
C3,6,21.07.19,M,07:18:00,08:14:00,30,4,28,62,N
C3,6,21.07.19,S,15:48:00,16:49:00,31,2,29,62,S
C3,6,22.07.19,M,07:19:00,08:14:00,30,3,29,62,N
C3,6,22.07.19,S,15:48:00,16:45:00,28,3,29,60,S
C3,6,23.07.19,M,07:18:00,08:13:00,27,6,29,62,N
C3,6,23.07.19,S,15:48:00,16:44:00,30,4,28,62,S
C3,6,25.07.19,M,07:18:00,08:16:00,23,10,29,62,N
C3,6,25.07.19,S,15:48:00,17:01:00,26,10,26,62,S
C3,6,26.07.19,M,07:18:00,08:24:00,27,7,28,62,N
C3,6,26.07.19,S,15:48:00,16:51:00,27,6,29,62,S
C3,6,27.07.19,M,07:20:00,08:16:00,24,9,29,62,N
C3,6,27.07.19,S,15:48:00,16:42:00,28,6,28,62,S
E10,6,08.07.19,M,07:19:00,08:36:00,37,10,23,70,N
E10,6,08.07.19,S,15:49:00,17:07:00,36,12,22,70,N
E10,6,10.07.19,M,07:19:00,08:36:00,37,11,22,70,N
E10,6,10.07.19,S,15:50:00,17:05:00,40,7,23,70,GP
E10,6,11.07.19,M,07:18:00,08:32:00,34,15,21,70,N
E10,6,11.07.19,S,15:49:00,17:11:00,41,7,22,70,N
E10,6,13.07.19,M,07:49:00,08:45:00,38,11,21,70,N
E10,6,13.07.19,S,15:48:00,16:44:00,31,13,26,70,S
E10,6,14.07.19,M,07:18:00,08:33:00,37,10,23,70,PP
E10,6,14.07.19,S,15:49:00,16:59:00,37,12,21,70,N
E10,6,16.07.19,M,07:18:00,08:32:00,37,12,21,70,N
E10,6,16.07.19,S,15:48:00,17:08:00,41,8,21,70,S
E10,6,17.07.19,M,07:19:00,08:36:00,42,7,21,70,S
E10,6,17.07.19,S,15:48:00,17:04:00,39,11,20,70,N
E10,6,19.07.19,M,07:19:00,08:42:00,40,10,20,70,N
E10,6,19.07.19,S,15:49:00,17:01:00,40,13,17,70,N
E10,6,20.07.19,M,07:19:00,08:34:00,33,13,24,70,N
E10,6,20.07.19,S,15:49:00,17:33:00,37,12,21,70,S
E10,6,21.07.19,M,07:18:00,08:34:00,39,8,23,70,N
E10,6,21.07.19,S,15:48:00,17:02:00,35,10,25,70,S
E10,6,22.07.19,M,07:18:00,08:25:00,36,10,24,70,N
E10,6,22.07.19,S,15:49:00,17:16:00,38,8,24,70,S
E10,6,23.07.19,M,07:18:00,08:48:00,38,10,22,70,N
E10,6,23.07.19,S,15:48:00,17:11:00,37,14,19,70,N
E10,6,25.07.19,M,07:18:00,08:39:00,37,10,23,70,N
E10,6,25.07.19,S,15:49:00,17:15:00,40,11,19,70,S
E10,6,26.07.19,M,07:18:00,08:31:00,41,11,18,70,N
E10,6,26.07.19,S,15:48:00,17:14:00,35,12,23,70,N
E10,6,27.07.19,M,07:18:00,08:50:00,29,21,20,70,N
E10,6,27.07.19,S,15:49:00,17:06:00,36,11,23,70,N
E3,6,08.07.19,M,07:21:00,08:27:00,45,17,10,72,N
E3,6,08.07.19,S,15:50:00,16:54:00,47,14,11,72,N
E3,6,10.07.19,M,07:19:00,08:23:00,50,7,15,72,N
E3,6,10.07.19,S,15:51:00,17:16:00,37,20,15,72,GP
E3,6,11.07.19,M,07:19:00,08:26:00,40,15,17,72,S
E3,6,11.07.19,S,15:50:00,16:55:00,46,7,19,72,S
E3,6,13.07.19,M,07:19:00,08:26:00,48,14,10,72,S
E3,6,13.07.19,S,15:50:00,16:56:00,45,14,13,72,S
E3,6,14.07.19,M,07:20:00,08:23:00,38,21,13,72,PP
E3,6,14.07.19,S,15:49:00,16:54:00,47,15,10,72,S
E3,6,16.07.19,M,07:22:00,08:31:00,51,10,11,72,N
E3,6,16.07.19,S,15:50:00,16:58:00,53,8,11,72,N
E3,6,17.07.19,M,07:20:00,08:28:00,46,14,12,72,S
E3,6,17.07.19,S,15:50:00,16:57:00,49,3,20,72,N
E3,6,19.07.19,M,07:19:00,08:30:00,43,10,19,72,N
E3,6,19.07.19,S,15:50:00,17:02:00,41,8,23,72,S
E3,6,20.07.19,M,07:20:00,08:30:00,42,9,21,72,S
E3,6,20.07.19,S,15:50:00,16:58:00,40,10,22,72,S
E3,6,21.07.19,M,07:21:00,08:31:00,39,10,23,72,N
E3,6,21.07.19,S,15:49:00,16:59:00,41,13,18,72,S
E3,6,22.07.19,M,07:19:00,08:23:00,39,10,23,72,S
E3,6,22.07.19,S,15:51:00,16:57:00,46,12,24,82,S
E3,6,23.07.19,M,07:20:00,08:27:00,51,7,14,72,N
E3,6,23.07.19,S,15:51:00,17:00:00,43,8,21,72,S
E3,6,25.07.19,M,07:20:00,08:28:00,41,10,21,72,N
E3,6,25.07.19,S,15:51:00,17:12:00,43,8,21,72,S
E3,6,26.07.19,M,07:20:00,08:29:00,46,12,14,72,N
E3,6,26.07.19,S,15:50:00,16:55:00,47,11,14,72,S
E3,6,27.07.19,M,07:21:00,08:24:00,39,10,23,72,N
E3,6,27.07.19,S,15:51:00,17:00:00,38,14,20,72,S
C9,6,08.07.19,M,07:18:00,07:38:00,5,5,2,12,N
C9,6,08.07.19,S,15:50:00,16:08:00,5,5,2,12,N
C9,6,10.07.19,M,07:17:00,07:42:00,7,3,2,12,N
C9,6,10.07.19,S,15:48:00,16:06:00,8,3,1,12,PP
C9,6,11.07.19,M,07:17:00,07:41:00,6,4,2,12,N
C9,6,11.07.19,S,15:48:00,16:08:00,6,4,2,12,S
C9,6,13.07.19,M,07:18:00,07:35:00,7,3,2,12,S
C9,6,13.07.19,S,15:48:00,16:05:00,7,3,2,12,S
C9,6,14.07.19,M,07:18:00,07:38:00,6,4,2,12,N
C9,6,14.07.19,S,15:48:00,16:09:00,7,3,2,12,S
C9,6,16.07.19,M,07:18:00,07:30:00,6,4,2,12,S
C9,6,16.07.19,S,15:48:00,16:05:00,6,4,2,12,S
C9,6,17.07.19,M,07:18:00,07:35:00,5,5,2,12,S
C9,6,17.07.19,S,15:47:00,16:05:00,6,4,2,12,S
C9,6,19.07.19,M,07:19:00,07:35:00,5,5,2,12,N
C9,6,19.07.19,S,15:47:00,16:05:00,4,6,2,12,S
C9,6,20.07.19,M,07:19:00,07:37:00,5,5,2,12,S
C9,6,20.07.19,S,15:48:00,16:05:00,4,6,2,12,S
C9,6,21.07.19,M,07:18:00,07:43:00,6,4,2,12,S
C9,6,21.07.19,S,15:47:00,16:05:00,4,6,2,12,S
C9,6,22.07.19,M,07:18:00,07:35:00,6,4,2,12,N
C9,6,22.07.19,S,15:48:00,16:05:00,7,3,2,12,S
C9,6,23.07.19,M,07:17:00,07:35:00,3,7,2,12,S
C9,6,23.07.19,S,15:48:00,16:05:00,5,5,2,12,S
C9,6,25.07.19,M,07:18:00,07:37:00,5,5,2,12,N
C9,6,25.07.19,S,15:48:00,16:08:00,7,3,2,12,S
C9,6,26.07.19,M,07:17:00,07:35:00,4,6,2,12,S
C9,6,26.07.19,S,15:17:00,16:08:00,5,5,2,12,S
C9,6,27.07.19,M,07:17:00,07:35:00,6,4,2,12,S
E4,6,08.07.19,M,07:19:00,08:43:00,51,6,14,71,N
E4,6,08.07.19,S,15:48:00,16:50:00,50,7,14,71,N
E4,6,10.07.19,M,07:22:00,08:42:00,50,7,14,71,N
E4,6,10.07.19,S,15:48:00,NA,50,7,14,71,GP
E4,6,11.07.19,M,07:17:00,08:32:00,55,2,14,71,N
E4,6,11.07.19,S,15:48:00,17:00:00,53,4,14,71,N
E4,6,13.07.19,M,07:20:00,08:42:00,50,7,14,71,N
E4,6,13.07.19,S,15:54:00,16:59:00,51,6,14,71,N
E4,6,14.07.19,M,07:19:00,08:58:00,50,7,14,71,N
E4,6,14.07.19,S,15:54:00,17:00:00,51,6,14,71,N
E4,6,16.07.19,M,07:19:00,08:32:00,50,7,14,71,N
E4,6,16.07.19,S,15:51:00,17:04:00,51,6,14,71,N
E4,6,17.07.19,M,07:17:00,08:11:00,51,6,14,71,N
E4,6,17.07.19,S,NA,NA,50,7,14,71,N
E4,6,19.07.19,M,07:19:00,08:41:00,52,5,14,71,N
E4,6,19.07.19,S,15:42:00,16:42:00,51,6,14,71,N
E4,6,20.07.19,M,07:19:00,08:41:00,52,5,14,71,N
E4,6,20.07.19,S,15:42:00,16:42:00,51,6,14,71,N
E4,6,21.07.19,M,07:21:00,08:32:00,53,4,14,71,N
E4,6,21.07.19,S,15:51:00,17:01:00,53,4,14,71,N
E4,6,22.07.19,M,07:21:00,08:32:00,54,3,14,71,N
E4,6,22.07.19,S,15:48:00,16:20:00,55,2,14,71,N
E4,6,23.07.19,M,07:17:00,08:32:00,56,1,14,71,S
E4,6,23.07.19,S,15:48:00,16:30:00,55,2,14,71,S
E4,6,25.07.19,M,07:19:00,08:50:00,56,1,14,71,N
E4,6,25.07.19,S,15:55:00,17:16:00,55,2,14,71,N
E4,6,26.07.19,M,07:23:00,08:33:00,53,4,14,71,N
E4,6,26.07.19,S,15:48:00,16:00:00,55,2,14,71,N
E4,6,27.07.19,M,07:22:00,08:26:00,53,4,14,71,N
C7,6,08.07.19,M,07:18:00,07:57:00,5,3,10,18,N
C7,6,08.07.19,S,15:48:00,16:26:00,6,2,10,18,N
C7,6,10.07.19,M,07:18:00,07:59:00,8,2,8,18,N
C7,6,10.07.19,S,15:48:00,16:28:00,9,1,8,18,GP
C7,6,11.07.19,M,07:18:00,08:02:00,7,3,8,18,N
C7,6,11.07.19,S,15:48:00,16:20:00,5,5,8,18,S
C7,6,13.07.19,M,07:18:00,08:06:00,7,3,8,18,N
C7,6,13.07.19,S,15:48:00,16:31:00,5,3,10,18,S
C7,6,14.07.19,M,07:19:00,08:00:00,6,2,10,18,N
C7,6,14.07.19,S,15:49:00,16:26:00,4,3,11,18,N
C7,6,16.07.19,M,07:19:00,08:03:00,8,1,9,18,N
C7,6,16.07.19,S,15:48:00,16:31:00,5,3,10,18,S
C7,6,17.07.19,M,07:19:00,08:00:00,7,1,10,18,N
C7,6,17.07.19,S,15:48:00,16:28:00,6,2,10,18,N
C7,6,19.07.19,M,07:18:00,07:57:00,5,3,10,18,N
C7,6,19.07.19,S,15:48:00,16:25:00,6,3,9,18,N
C7,6,20.07.19,M,07:19:00,07:58:00,8,1,9,18,N
C7,6,20.07.19,S,15:49:00,16:29:00,4,3,11,18,N
C7,6,21.07.19,M,07:19:00,07:57:00,4,3,11,18,N
C7,6,21.07.19,S,15:50:00,16:30:00,6,3,9,18,N
C7,6,22.07.19,M,07:18:00,07:57:00,4,5,9,18,N
C7,6,22.07.19,S,15:49:00,16:29:00,6,3,9,18,S
C7,6,23.07.19,M,07:18:00,07:59:00,8,1,9,18,S
C7,6,23.07.19,S,15:48:00,16:23:00,7,3,8,18,N
C7,6,25.07.19,M,07:19:00,07:59:00,8,1,9,18,N
C7,6,25.07.19,S,15:48:00,16:34:00,6,4,8,18,N
C7,6,26.07.19,M,07:19:00,08:00:00,7,3,8,18,N
C7,6,26.07.19,S,15:48:00,16:24:00,5,5,8,18,S
C7,6,27.07.19,M,07:19:00,07:59:00,9,1,8,18,N
C6,6,08.07.19,M,07:21:00,08:12:00,17,1,13,31,N
C6,6,08.07.19,S,15:52:00,16:43:00,17,3,11,31,N
C6,6,10.07.19,M,07:22:00,08:06:00,18,1,12,31,N
C6,6,10.07.19,S,15:52:00,16:35:00,18,0,13,31,PP
C6,6,11.07.19,M,07:21:00,08:08:00,20,1,10,31,N
C6,6,11.07.19,S,15:52:00,16:29:00,19,2,10,31,S
C6,6,13.07.19,M,07:22:00,08:10:00,18,2,11,31,N
C6,6,13.07.19,S,15:51:00,16:27:00,19,0,12,31,S
C6,6,14.07.19,M,07:21:00,08:01:00,15,5,11,31,PP
C6,6,14.07.19,S,15:56:00,16:30:00,19,1,11,31,N
C6,6,16.07.19,M,07:21:00,08:09:00,16,1,14,31,N
C6,6,16.07.19,S,15:52:00,16:34:00,18,2,11,31,S
C6,6,17.07.19,M,07:21:00,08:06:00,17,2,12,31,N
C6,6,17.07.19,S,15:53:00,16:32:00,20,0,11,31,N
C6,6,19.07.19,M,07:22:00,08:07:00,19,2,10,31,N
C6,6,19.07.19,S,15:52:00,NA,20,1,10,31,N
C6,6,20.07.19,M,07:21:00,08:01:00,20,0,11,31,N
C6,6,20.07.19,S,15:51:00,16:30:00,18,3,10,31,S
C6,6,21.07.19,M,07:21:00,08:01:00,19,1,11,31,PP
C6,6,21.07.19,S,15:52:00,16:31:00,21,1,9,31,S
C6,6,22.07.19,M,07:21:00,07:57:00,20,2,9,31,N
C6,6,22.07.19,S,15:53:00,16:44:00,19,4,8,31,S
C6,6,23.07.19,M,07:23:00,07:59:00,18,3,10,31,N
C6,6,23.07.19,S,15:51:00,16:29:00,21,3,7,31,S
C6,6,25.07.19,M,07:21:00,08:11:00,19,1,11,31,PP
C6,6,25.07.19,S,15:52:00,16:27:00,20,0,11,31,S
C6,6,26.07.19,M,07:22:00,08:04:00,19,1,11,31,N
C6,6,26.07.19,S,15:51:00,16:29:00,19,3,9,31,N
C6,6,27.07.19,M,07:21:00,08:08:00,20,2,9,31,N
C6,6,27.07.19,S,15:54:00,16:35:00,20,1,10,31,S
E7,6,08.07.19,M,07:20:00,08:31:00,45,12,9,66,N
E7,6,08.07.19,S,15:50:00,17:07:00,48,8,10,66,S
E7,6,10.07.19,M,07:21:00,08:32:00,49,7,10,66,N
E7,6,10.07.19,S,15:52:00,17:12:00,51,5,10,66,PP
E7,6,11.07.19,M,07:22:00,08:26:00,50,6,10,66,N
E7,6,11.07.19,S,15:50:00,17:03:00,50,6,10,66,S
E7,6,13.07.19,M,07:21:00,08:33:00,50,6,10,66,N
E7,6,13.07.19,S,15:51:00,17:07:00,48,8,10,66,S
E7,6,14.07.19,M,07:22:00,08:31:00,37,19,10,66,PP
E7,6,14.07.19,S,15:50:00,17:03:00,51,5,10,66,S
E7,6,16.07.19,M,07:20:00,08:35:00,51,5,10,66,N
E7,6,16.07.19,S,15:51:00,17:08:00,50,6,10,66,S
E7,6,17.07.19,M,07:21:00,08:25:00,46,10,10,66,N
E7,6,17.07.19,S,15:52:00,17:04:00,48,8,10,66,S
E7,6,19.07.19,M,07:20:00,08:30:00,51,5,10,66,N
E7,6,19.07.19,S,15:50:00,17:07:00,49,8,9,66,S
E7,6,20.07.19,M,07:21:00,08:37:00,50,6,10,66,N
E7,6,21.07.19,M,07:22:00,08:27:00,52,4,10,66,N
E7,6,21.07.19,S,15:51:00,17:22:00,51,5,10,66,S
E7,6,22.07.19,M,07:20:00,08:48:00,48,8,10,66,N
E7,6,22.07.19,S,15:50:00,17:19:00,52,5,9,66,S
E7,6,23.07.19,M,07:21:00,08:35:00,50,7,9,66,N
E7,6,23.07.19,S,15:51:00,17:01:00,50,7,9,66,S
E7,6,25.07.19,M,07:22:00,08:36:00,49,8,9,66,N
E7,6,25.07.19,S,15:52:00,17:13:00,50,7,9,66,S
E7,6,26.07.19,M,07:20:00,08:30:00,50,7,9,66,N
E7,6,26.07.19,S,15:50:00,17:07:00,51,7,8,66,S
E7,6,27.07.19,M,07:21:00,08:32:00,52,6,8,66,N
E7,6,27.07.19,S,15:51:00,17:03:00,50,8,8,66,S
E2,6,08.07.19,M,07:19:00,08:32:00,19,6,18,43,N
E2,6,08.07.19,S,15:49:00,16:55:00,25,3,15,43,N
E2,6,10.07.19,M,07:19:00,08:23:00,21,7,15,43,N
E2,6,10.07.19,S,15:51:00,16:53:00,25,4,14,43,GP
E2,6,11.07.19,M,07:20:00,08:29:00,25,4,14,43,N
E2,6,11.07.19,S,15:49:00,16:59:00,25,5,13,43,S
E2,6,13.07.19,M,07:20:00,08:40:00,25,5,13,43,N
E2,6,13.07.19,S,15:49:00,16:58:00,22,7,14,43,S
E2,6,14.07.19,M,07:19:00,08:26:00,26,2,15,43,PP
E2,6,14.07.19,S,15:50:00,16:59:00,13,8,22,43,S
E2,6,16.07.19,M,07:19:00,08:25:00,21,6,16,43,N
E2,6,16.07.19,S,15:50:00,16:59:00,24,4,15,43,N
E2,6,17.07.19,M,07:19:00,08:23:00,23,5,15,43,S
E2,6,17.07.19,S,15:50:00,16:55:00,22,5,16,43,S
E2,6,19.07.19,M,07:20:00,08:32:00,25,3,15,43,N
E2,6,20.07.19,M,07:21:00,08:31:00,24,4,15,43,S
E2,6,20.07.19,S,15:49:00,16:54:00,18,10,15,43,S
E2,6,21.07.19,M,07:21:00,09:15:00,22,7,14,43,N
E2,6,22.07.19,M,07:20:00,08:37:00,26,4,13,43,N
E2,6,22.07.19,S,15:49:00,17:07:00,22,8,13,43,S
E2,6,23.07.19,M,07:19:00,08:25:00,25,4,14,43,N
E2,6,23.07.19,S,15:50:00,17:08:00,28,1,14,43,N
E2,6,25.07.19,M,07:20:00,08:32:00,25,5,13,43,N
E2,6,26.07.19,M,07:20:00,08:26:00,26,4,13,43,N
E2,6,26.07.19,S,15:49:00,16:56:00,26,4,13,43,S
E2,6,27.07.19,M,07:20:00,08:25:00,24,6,13,43,N
E2,6,27.07.19,S,15:49:00,16:57:00,24,4,15,43,S
E5,6,08.07.19,M,07:22:00,08:12:00,33,5,11,49,N
E5,6,08.07.19,S,15:51:00,16:48:00,30,6,13,49,N
E5,6,10.07.19,M,07:21:00,08:18:00,29,7,13,49,N
E5,6,10.07.19,S,15:50:00,16:37:00,31,5,13,49,GP
E5,6,11.07.19,M,07:21:00,08:05:00,32,4,13,49,S
E5,6,11.07.19,S,15:51:00,16:42:00,29,6,14,49,S
E5,6,13.07.19,M,07:22:00,08:14:00,35,1,13,49,S
E5,6,13.07.19,S,15:51:00,16:41:00,29,8,12,49,S
E5,6,14.07.19,M,07:21:00,08:16:00,33,4,12,49,PP
E5,6,14.07.19,S,15:51:00,16:37:00,26,11,12,49,S
E5,6,16.07.19,M,07:22:00,08:27:00,32,5,12,49,N
E5,6,16.07.19,S,15:51:00,16:40:00,25,12,12,49,S
E5,6,17.07.19,M,07:21:00,08:23:00,28,10,11,49,S
E5,6,17.07.19,S,15:51:00,16:38:00,28,9,12,49,S
E5,6,19.07.19,M,07:21:00,08:15:00,33,4,12,49,N
E5,6,19.07.19,S,15:51:00,16:25:00,21,16,12,49,S
E5,6,20.07.19,M,07:21:00,08:17:00,31,6,12,49,N
E5,6,20.07.19,S,15:51:00,16:40:00,35,2,12,49,S
E5,6,21.07.19,M,07:21:00,08:05:00,34,3,12,49,S
E5,6,21.07.19,S,15:51:00,16:35:00,29,7,13,49,S
E5,6,22.07.19,M,07:21:00,08:16:00,36,1,12,49,S
E5,6,22.07.19,S,15:51:00,16:37:00,30,7,12,49,S
E5,6,23.07.19,M,07:21:00,08:20:00,31,6,12,49,S
E5,6,23.07.19,S,15:51:00,16:45:00,27,10,12,49,S
E5,6,25.07.19,M,07:21:00,08:10:00,32,6,11,49,N
E5,6,25.07.19,S,15:53:00,16:53:00,28,10,11,49,S
E5,6,26.07.19,M,07:21:00,08:10:00,24,14,11,49,N
E5,6,26.07.19,S,15:51:00,16:33:00,25,13,11,49,N
E5,6,27.07.19,M,07:22:00,08:20:00,29,9,11,49,N
E5,6,27.07.19,S,15:51:00,16:25:00,21,17,11,49,S
C4,6,08.07.19,M,07:21:00,08:42:00,21,9,7,37,N
C4,6,08.07.19,S,15:48:00,16:48:00,21,10,6,37,S
C4,6,10.07.19,M,07:21:00,08:46:00,24,6,7,37,N
C4,6,10.07.19,S,15:49:00,17:16:00,26,6,5,37,PP
C4,6,11.07.19,M,07:20:00,08:36:00,23,7,7,37,S
C4,6,11.07.19,S,15:48:00,16:58:00,21,6,10,37,N
C4,6,13.07.19,M,07:20:00,08:53:00,22,5,10,37,N
C4,6,13.07.19,S,15:50:00,17:05:00,26,7,4,37,S
C4,6,14.07.19,M,07:21:00,08:30:00,21,10,6,37,S
C4,6,14.07.19,S,15:46:00,17:21:00,30,4,3,37,S
C4,6,16.07.19,M,07:18:00,08:36:00,18,10,9,37,S
C4,6,16.07.19,S,15:49:00,16:56:00,23,10,4,37,S
C4,6,17.07.19,M,07:19:00,08:41:00,16,14,7,37,S
C4,6,17.07.19,S,15:48:00,17:05:00,23,6,8,37,S
C4,6,19.07.19,M,07:21:00,08:36:00,18,12,7,37,S
C4,6,19.07.19,S,15:47:00,16:59:00,21,8,8,37,S
C4,6,20.07.19,M,07:18:00,08:40:00,21,8,8,37,S
C4,6,20.07.19,S,15:49:00,16:59:00,20,8,9,37,S
C4,6,21.07.19,M,07:20:00,08:35:00,21,9,7,37,S
C4,6,21.07.19,S,15:47:00,17:01:00,16,12,9,37,S
C4,6,22.07.19,M,07:20:00,08:35:00,25,7,5,37,S
C4,6,22.07.19,S,15:49:00,16:56:00,20,8,9,37,S
C4,6,23.07.19,M,07:18:00,08:35:00,21,8,8,37,S
C4,6,23.07.19,S,15:47:00,16:56:00,21,9,7,37,S
C4,6,25.07.19,M,07:19:00,08:34:00,22,7,8,37,PP
C4,6,25.07.19,S,15:49:00,17:06:00,21,8,8,37,PP
C4,6,26.07.19,M,07:21:00,08:42:00,23,6,8,37,S
C4,6,26.07.19,S,15:51:00,17:02:00,20,10,7,37,S
C4,6,27.07.19,M,07:20:00,08:31:00,23,12,2,37,S
C4,6,27.07.19,S,15:48:00,16:53:00,18,11,8,37,S
E1,6,08.07.19,M,07:17:00,09:15:00,17,14,19,50,N
E1,6,08.07.19,S,15:48:00,17:00:00,19,13,18,50,S
E1,6,10.07.19,M,07:18:00,09:07:00,18,12,20,50,N
E1,6,10.07.19,S,15:47:00,17:11:00,30,11,9,50,GP
E1,6,11.07.19,M,07:22:00,09:01:00,22,9,19,50,S
E1,6,11.07.19,S,15:47:00,17:05:00,21,8,21,50,S
E1,6,16.07.19,M,07:16:00,08:25:00,18,10,22,50,S
E1,6,16.07.19,S,15:47:00,18:48:00,21,16,23,60,S
E1,6,17.07.19,M,07:18:00,08:49:00,18,12,20,50,S
E1,6,17.07.19,S,15:48:00,17:06:00,20,10,20,50,S
E1,6,19.07.19,M,07:22:00,08:47:00,22,9,19,50,N
E1,6,19.07.19,S,15:50:00,17:18:00,19,10,21,50,S
E1,6,20.07.19,M,07:17:00,08:23:00,21,9,20,50,S
E1,6,20.07.19,S,15:49:00,16:51:00,20,8,22,50,S
E1,6,21.07.19,M,07:21:00,08:20:00,19,20,11,50,S
