village,session,date,matin/soir,heure debut,heure fin,ME,MPE,MV,M,temps
C10,8,17.09.19,M,07:20:00,08:06:00,8,0,9,17,N
C10,8,17.09.19,S,15:49:00,16:27:00,8,1,8,17,S
C10,8,18.09.19,M,07:19:00,08:03:00,8,0,9,17,N
C10,8,18.09.19,S,15:50:00,16:33:00,7,0,10,17,N
C10,8,19.09.19,M,07:20:00,08:05:00,8,0,9,17,N
C10,8,19.09.19,S,15:49:00,16:30:00,8,1,8,17,N
C10,8,21.09.19,M,07:20:00,07:57:00,8,2,7,17,NA
C10,8,21.09.19,S,15:50:00,16:30:00,9,1,7,17,PP
C2,8,02.09.19,M,07:20:00,08:49:00,61,15,13,89,S
C2,8,02.09.19,S,15:50:00,17:12:00,60,16,13,89,S
C2,8,03.09.19,M,07:20:00,08:41:00,63,14,12,89,N
C2,8,03.09.19,S,15:50:00,17:14:00,64,13,12,89,S
C2,8,04.09.19,M,07:20:00,08:47:00,67,10,12,89,N
C2,8,04.09.19,S,15:50:00,17:11:00,63,14,12,89,S
C2,8,07.09.19,M,07:20:00,08:44:00,60,17,12,89,S
C2,8,07.09.19,S,15:50:00,17:14:00,62,15,12,89,S
C2,8,08.09.19,M,07:20:00,08:45:00,67,10,12,89,GP
C2,8,08.09.19,S,15:50:00,17:07:00,64,13,12,89,N
C2,8,09.09.19,M,07:20:00,08:45:00,65,12,12,89,N
C2,8,09.09.19,S,15:50:00,17:08:00,67,10,12,89,N
C2,8,12.09.19,M,07:20:00,08:46:00,63,14,12,89,N
C2,8,12.09.19,S,15:50:00,17:25:00,66,11,12,89,S
C2,8,13.09.19,M,07:20:00,08:44:00,64,13,12,89,S
C2,8,13.09.19,S,15:50:00,17:11:00,63,14,12,89,S
C2,8,14.09.19,M,07:20:00,08:35:00,57,20,12,89,S
C2,8,14.09.19,S,15:50:00,17:05:00,62,15,12,89,S
C2,8,15.09.19,M,07:20:00,08:46:00,66,12,11,89,N
C2,8,15.09.19,S,15:50:00,17:15:00,68,10,11,89,S
C2,8,16.09.19,M,07:20:00,08:53:00,67,11,11,89,N
C2,8,16.09.19,S,15:50:00,17:10:00,60,18,11,89,PP
C2,8,17.09.19,M,07:20:00,08:47:00,60,18,11,89,N
C2,8,17.09.19,S,15:50:00,17:12:00,66,12,11,89,S
C2,8,18.09.19,M,07:20:00,08:46:00,62,16,11,89,N
C2,8,18.09.19,S,15:50:00,17:18:00,68,10,11,89,GP
C2,8,19.09.19,M,07:20:00,08:42:00,67,11,11,89,N
C2,8,19.09.19,S,15:50:00,17:21:00,69,9,11,89,S
C2,8,21.09.19,M,07:20:00,08:46:00,65,13,11,89,N
C2,8,21.09.19,S,15:50:00,17:16:00,67,11,11,89,S
C1,8,02.09.19,M,07:19:00,08:43:00,55,5,19,79,S
C1,8,02.09.19,S,15:50:00,17:16:00,57,7,15,79,S
C1,8,03.09.19,M,07:21:00,08:56:00,52,8,19,79,N
C1,8,03.09.19,S,15:50:00,17:21:00,59,3,17,79,S
C1,8,04.09.19,M,07:19:00,08:51:00,58,5,16,79,S
C1,8,04.09.19,S,15:50:00,17:07:00,53,9,17,79,S
C1,8,07.09.19,M,07:20:00,08:53:00,53,7,19,79,N
C1,8,07.09.19,S,15:49:00,17:14:00,56,8,15,79,S
C1,8,08.09.19,M,07:20:00,08:32:00,52,12,15,79,GP
C1,8,08.09.19,S,15:51:00,16:50:00,58,6,15,79,N
C1,8,09.09.19,M,07:22:00,08:37:00,58,5,16,79,PP
C1,8,09.09.19,S,15:49:00,16:51:00,61,4,14,79,N
C1,8,12.09.19,M,07:20:00,08:45:00,56,7,16,79,N
C1,8,12.09.19,S,15:51:00,17:07:00,51,8,20,79,S
C1,8,13.09.19,M,07:20:00,08:38:00,55,3,21,79,N
C1,8,13.09.19,S,15:51:00,16:30:00,57,3,19,79,S
C1,8,14.09.19,M,07:20:00,08:07:00,56,4,19,79,N
C1,8,14.09.19,S,15:52:00,16:42:00,52,11,16,79,S
C1,8,15.09.19,M,07:20:00,08:12:00,57,4,18,79,N
C1,8,15.09.19,S,15:50:00,16:42:00,58,3,18,79,S
C1,8,16.09.19,M,07:21:00,08:50:00,52,8,19,79,N
C1,8,16.09.19,S,15:50:00,17:03:00,54,6,19,79,PP
C1,8,17.09.19,M,07:19:00,08:37:00,52,5,22,79,S
C1,8,18.09.19,M,07:20:00,08:36:00,56,3,20,79,GP
C1,8,18.09.19,S,15:49:00,17:17:00,57,2,20,79,N
C1,8,19.09.19,M,07:19:00,08:33:00,56,6,17,79,N
C1,8,21.09.19,M,07:20:00,08:33:00,49,11,19,79,N
C1,8,21.09.19,S,15:53:00,17:38:00,60,2,17,79,S
E8,8,02.09.19,M,07:27:00,08:07:00,11,4,7,22,S
E8,8,02.09.19,S,NA,NA,NA,NA,NA,NA,NA
E8,8,03.09.19,M,07:23:00,08:04:00,13,1,8,22,S
E8,8,03.09.19,S,15:56:00,16:28:00,12,2,7,21,S
E8,8,04.09.19,M,07:22:00,07:53:00,12,3,7,22,S
E8,8,04.09.19,S,15:52:00,16:22:00,12,4,6,22,S
E8,8,07.09.19,M,07:26:00,07:57:00,13,1,8,22,S
E8,8,07.09.19,S,15:48:00,16:26:00,13,2,7,22,S
E8,8,08.09.19,M,07:21:00,07:45:00,12,4,6,22,N
E8,8,08.09.19,S,15:49:00,16:15:00,12,3,7,22,S
E8,8,09.09.19,M,07:19:00,07:45:00,12,2,8,22,PP
E8,8,09.09.19,S,15:49:00,16:12:00,15,1,6,22,S
E8,8,12.09.19,M,07:21:00,07:47:00,11,3,8,22,S
E8,8,12.09.19,S,15:49:00,16:20:00,11,3,8,22,S
E8,8,13.09.19,M,07:21:00,07:46:00,11,1,10,22,S
E8,8,13.09.19,S,15:49:00,16:15:00,12,3,7,22,S
E8,8,14.09.19,M,07:19:00,07:50:00,10,2,10,22,S
E8,8,14.09.19,S,15:48:00,16:12:00,9,6,7,22,S
E8,8,15.09.19,M,07:29:00,07:54:00,9,5,8,22,N
E8,8,15.09.19,S,15:49:00,16:15:00,9,5,8,22,S
E8,8,16.09.19,M,07:19:00,07:42:00,11,2,9,22,S
E8,8,16.09.19,S,15:49:00,16:24:00,10,4,8,22,PP
E8,8,17.09.19,M,07:19:00,07:49:00,11,3,8,22,S
E8,8,17.09.19,S,15:48:00,16:12:00,10,5,7,22,S
E8,8,18.09.19,M,07:21:00,07:48:00,11,4,7,22,S
E8,8,18.09.19,S,15:49:00,16:02:00,13,2,7,22,PP
E8,8,19.09.19,M,07:19:00,08:02:00,12,3,7,22,N
E8,8,19.09.19,S,15:49:00,16:16:00,14,2,6,22,S
E8,8,21.09.19,M,07:19:00,07:45:00,13,2,7,22,S
E8,8,21.09.19,S,15:57:00,16:25:00,10,1,11,22,GP
